Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer
343,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0.05
344,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.2,0
345,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.05,0.2
346,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.05,0.05
347,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0.05,0
348,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0,0.2
349,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0,0.05
350,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0.5,0,0
351,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.2,0.2
352,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.2,0.05
353,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.2,0
354,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.05,0.2
355,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.05,0.05
356,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0.05,0
357,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0,0.2
358,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0,0.05
359,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.2,0,0,0
360,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.2,0.2
361,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.2,0.05
362,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.2,0
363,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.05,0.2
364,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.05,0.05
365,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.05,0
366,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0,0.2
367,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0,0.05
368,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,2,0,0
369,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.2,0.2
370,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.2,0.05
371,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.2,0
372,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.05,0.2
373,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.05,0.05
374,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.05,0
375,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0,0.2
376,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0,0.05
377,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,1,0,0
378,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.2,0.2
379,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.2,0.05
380,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.2,0
381,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.05,0.2
382,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.05,0.05
383,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.05,0
384,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0,0.2
385,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0,0.05
386,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0,0
387,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.2,0.2
388,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.2,0.05
389,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.2,0
390,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.05,0.2
391,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.05,0.05
392,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.05,0
393,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0,0.2
394,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0,0.05
395,0.03,500.0,2.25,1,500000.0,0.5,0.2,0.05,0,0,0
396,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0.2,0.2
397,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0.2,0.05
398,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0.2,0
399,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0.05,0.2
400,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0.05,0.05
401,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0.05,0
402,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0,0.2
403,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0,0.05
404,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,2,0,0
405,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0.2,0.2
406,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0.2,0.05
407,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0.2,0
408,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0.05,0.2
409,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0.05,0.05
410,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0.05,0
411,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0,0.2
412,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0,0.05
413,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,1,0,0
414,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.2,0.2
415,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.2,0.05
416,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.2,0
417,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.05,0.2
418,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.05,0.05
419,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.05,0
420,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0,0.2
421,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0,0.05
422,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0.5,0,0
423,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0.2,0.2
424,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0.2,0.05
425,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0.2,0
426,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0.05,0.2
427,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0.05,0.05
428,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0.05,0
429,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0,0.2
430,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0,0.05
431,0.03,500.0,2.25,1,500000.0,0.5,0.2,0,0,0,0
432,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.2,0.2
433,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.2,0.05
434,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.2,0
435,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.05,0.2
436,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.05,0.05
437,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.05,0
438,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0,0.2
439,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0,0.05
440,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,2,0,0
441,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.2,0.2
442,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.2,0.05
443,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.2,0
444,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.05,0.2
445,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.05,0.05
446,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.05,0
447,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0,0.2
448,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0,0.05
449,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,1,0,0
450,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.2,0.2
451,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.2,0.05
452,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.2,0
453,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.05,0.2
454,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.05,0.05
455,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.05,0
456,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0,0.2
457,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0,0.05
458,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0,0
459,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.2,0.2
460,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.2,0.05
461,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.2,0
462,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.05,0.2
463,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.05,0.05
464,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.05,0
465,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0,0.2
466,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0,0.05
467,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.2,0,0,0
468,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.2,0.2
469,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.2,0.05
470,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.2,0
471,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.05,0.2
472,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.05,0.05
473,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.05,0
474,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0,0.2
475,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0,0.05
476,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,2,0,0
477,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.2,0.2
478,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.2,0.05
479,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.2,0
480,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.05,0.2
481,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.05,0.05
482,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.05,0
483,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0,0.2
484,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0,0.05
485,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,1,0,0
486,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.2,0.2
487,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.2,0.05
488,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.2,0
489,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.05,0.2
490,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.05,0.05
491,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.05,0
492,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0,0.2
493,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0,0.05
494,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0,0
495,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.2,0.2
496,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.2,0.05
497,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.2,0
498,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.05,0.2
499,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.05,0.05
500,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.05,0
501,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0,0.2
502,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0,0.05
503,0.03,500.0,2.25,1,500000.0,0.5,0.05,0.05,0,0,0
504,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0.2,0.2
505,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0.2,0.05
506,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0.2,0
507,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0.05,0.2
508,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0.05,0.05
509,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0.05,0
510,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0,0.2
511,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0,0.05
512,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,2,0,0
513,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0.2,0.2
514,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0.2,0.05
515,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0.2,0
516,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0.05,0.2
517,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0.05,0.05
518,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0.05,0
519,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0,0.2
520,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0,0.05
521,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,1,0,0
522,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.2,0.2
523,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.2,0.05
524,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.2,0
525,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.05,0.2
526,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.05,0.05
527,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.05,0
528,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0,0.2
529,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0,0.05
530,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0.5,0,0
531,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0.2,0.2
532,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0.2,0.05
533,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0.2,0
534,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0.05,0.2
535,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0.05,0.05
536,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0.05,0
537,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0,0.2
538,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0,0.05
539,0.03,500.0,2.25,1,500000.0,0.5,0.05,0,0,0,0
540,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0.2,0.2
541,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0.2,0.05
542,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0.2,0
543,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0.05,0.2
544,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0.05,0.05
545,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0.05,0
546,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0,0.2
547,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0,0.05
548,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,2,0,0
549,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0.2,0.2
550,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0.2,0.05
551,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0.2,0
552,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0.05,0.2
553,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0.05,0.05
554,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0.05,0
555,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0,0.2
556,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0,0.05
557,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,1,0,0
558,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.2,0.2
559,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.2,0.05
560,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.2,0
561,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.05,0.2
562,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.05,0.05
563,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.05,0
564,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0,0.2
565,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0,0.05
566,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0.5,0,0
567,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0.2,0.2
568,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0.2,0.05
569,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0.2,0
570,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0.05,0.2
571,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0.05,0.05
572,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0.05,0
573,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0,0.2
574,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0,0.05
575,0.03,500.0,2.25,1,500000.0,0.5,0,0.2,0,0,0
576,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0.2,0.2
577,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0.2,0.05
578,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0.2,0
579,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0.05,0.2
580,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0.05,0.05
581,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0.05,0
582,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0,0.2
583,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0,0.05
584,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,2,0,0
585,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0.2,0.2
586,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0.2,0.05
587,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0.2,0
588,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0.05,0.2
589,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0.05,0.05
590,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0.05,0
591,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0,0.2
592,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0,0.05
593,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,1,0,0
594,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.2,0.2
595,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.2,0.05
596,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.2,0
597,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.05,0.2
598,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.05,0.05
599,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.05,0
600,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0,0.2
601,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0,0.05
602,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0.5,0,0
603,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0.2,0.2
604,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0.2,0.05
605,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0.2,0
606,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0.05,0.2
607,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0.05,0.05
608,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0.05,0
609,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0,0.2
610,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0,0.05
611,0.03,500.0,2.25,1,500000.0,0.5,0,0.05,0,0,0
612,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0.2,0.2
613,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0.2,0.05
614,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0.2,0
615,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0.05,0.2
616,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0.05,0.05
617,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0.05,0
618,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0,0.2
619,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0,0.05
620,0.03,500.0,2.25,1,500000.0,0.5,0,0,2,0,0
621,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0.2,0.2
622,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0.2,0.05
623,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0.2,0
624,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0.05,0.2
625,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0.05,0.05
626,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0.05,0
627,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0,0.2
628,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0,0.05
629,0.03,500.0,2.25,1,500000.0,0.5,0,0,1,0,0
630,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0.2,0.2
631,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0.2,0.05
632,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0.2,0
633,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0.05,0.2
634,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0.05,0.05
635,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0.05,0
636,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0,0.2
637,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0,0.05
638,0.03,500.0,2.25,1,500000.0,0.5,0,0,0.5,0,0
639,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0.2,0.2
640,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0.2,0.05
641,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0.2,0
642,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0.05,0.2
643,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0.05,0.05
644,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0.05,0
645,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0,0.2
646,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0,0.05
647,0.03,500.0,2.25,1,500000.0,0.5,0,0,0,0,0
648,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0.2,0.2
649,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0.2,0.05
650,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0.2,0
651,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0.05,0.2
652,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0.05,0.05
653,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0.05,0
654,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0,0.2
655,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0,0.05
656,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,2,0,0
657,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0.2,0.2
658,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0.2,0.05
659,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0.2,0
660,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0.05,0.2
661,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0.05,0.05
662,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0.05,0
663,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0,0.2
664,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0,0.05
665,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,1,0,0
666,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.2,0.2
667,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.2,0.05
668,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.2,0
669,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.05,0.2
670,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.05,0.05
671,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.05,0
672,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0,0.2
673,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0,0.05
674,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0.5,0,0
675,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0.2,0.2
676,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0.2,0.05
677,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0.2,0
678,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0.05,0.2
679,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0.05,0.05
680,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0.05,0
681,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0,0.2
682,0.03,500.0,2.25,1,500000.0,0,0.2,0.2,0,0,0.05
