,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
3482,3482,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.5,0.0,0.0,,24803.45,12.401725000000004,2000.0,0.4490989087853222,0.0104134900371412,0.0099465052631096,59991550026696.6,4.464860386728154,55.37186268855386,267853372861578.1,0.0051130512905745,0.0031635606685912
3483,3483,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.2,0.2,,24792.25,12.396125,2000.0,0.4439951983580386,0.0108987909550486,0.0096997473183932,59964460837075.84,4.5093197296298495,55.898357839399765,270400216964377.1,0.0051107424918205,0.0031621321624967
3484,3484,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.2,0.05,,24717.55,12.358775,2000.0,0.4405329594205227,0.0101644113543169,0.0094158459133706,59783785617015.96,4.554474947256059,56.30166070424249,272351136210862.75,0.0050953436287024,0.0031526045370275
3485,3485,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.2,0.0,,24768.25,12.384125,2000.0,0.446267073490344,0.0100963299342394,0.0095160700540938,59906412573602.79,4.48882240593942,55.59434791648457,268929612955726.8,0.0051057950659191,0.0031590710780086
3486,3486,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.05,0.2,,24823.95,12.411975000000002,2000.0,0.4506824045128951,0.010866121168382,0.0096602131451791,60041132918413.17,4.447735882967415,55.21125932318936,267076477322633.2,0.0051172772168653,0.0031661753449247
3487,3487,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.05,0.05,,24771.4,12.385699999999996,2000.0,0.4381179226320341,0.0102428212218763,0.0096365744203712,59914031408183.64,4.57269029469992,56.6288073423962,273933660731352.0,0.0051064444155687,0.0031594728453477
3488,3488,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.05,0.0,,24832.5,12.416249999999998,2000.0,0.4497756034058625,0.0104147387798664,0.0096463101689095,60061812612275.45,4.460702609935655,55.38376638613962,267910955276058.3,0.0051190397373426,0.0031672658562736
3489,3489,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.0,0.2,,24810.9,12.40545,2000.0,0.4462817063101283,0.0109253761388199,0.0099525976515114,60009569175149.69,4.493766490529241,55.74820357200427,269673867424762.3,0.0051145870540314,0.0031645108802343
3490,3490,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.0,0.05,,24709.95,12.354975,2000.0,0.4479096468996772,0.010169457921128,0.0099389254577928,59765403666916.15,4.474642861831357,55.27440178556541,267381919846995.03,0.0050937769438337,0.0031516351936063
3491,3491,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.2,0.0,0.0,0.0,,24833.25,12.416625000000002,2000.0,0.4464991238970014,0.0104056872244357,0.0099310277566199,60063626620508.96,4.489672215690591,55.746571330140895,269665971690950.9,0.005119194344402,0.0031673615151639
3492,3492,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.2,0.2,,24866.95,12.433475,2000.0,0.3396777951942226,0.0107682601391805,0.0094335256134209,60145136057135.73,5.899848999482474,73.34998245699545,354819925617295.94,0.0051261413549386,0.0031716597879659
3493,3493,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.2,0.05,,24795.35,12.397675000000005,2000.0,0.3433220540004299,0.0102041807609574,0.0094625839077393,59971958737774.44,5.832866140068304,72.31220338387303,349799819528676.75,0.0051113815343328,0.0031625275525764
3494,3494,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.2,0.0,,24800.65,12.400325,2000.0,0.3426362449990051,0.0101915118463977,0.0096621634304381,59984777729291.41,5.845131538307477,72.48426693535455,350632152059552.5,0.005112474090886,0.0031632035420676
3495,3495,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.05,0.2,,24810.35,12.405175,2000.0,0.3355098648983698,0.0107427761071676,0.0096255303752178,60008238902445.11,5.969733560818981,74.05691492630125,358239609136956.0,0.0051144736755211,0.0031644407303815
3496,3496,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.05,0.05,,24793.25,12.396625000000002,2000.0,0.3339737777893333,0.0104186882343092,0.0096606866036131,59966879514720.55,5.9967816614902505,74.34113286460851,359614472284175.06,0.0051109486345664,0.0031622597076837
3497,3497,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.05,0.0,,24789.75,12.394875,2000.0,0.3328432470139546,0.0100635487673443,0.0096152696450715,59958414142964.06,6.018426492190705,74.59454208355406,360840302709829.3,0.0051102271349558,0.0031618132995292
3498,3498,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.0,0.2,,24815.75,12.407875,2000.0,0.3376127150470666,0.0109537744017098,0.0098825277620769,60021299761726.55,5.935915136188223,73.64917239370783,356267213640193.4,0.005115586846349,0.0031651294743913
3499,3499,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.0,0.05,,24826.25,12.413125,2000.0,0.3331830185182184,0.01046303809203,0.0100632428143935,60046695876995.984,6.015341865002577,74.66981533696318,361204426180359.9,0.0051177513451808,0.0031664686988549
3500,3500,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,2.0,0.0,0.0,,24790.55,12.395275,2000.0,0.3410229192674023,0.0102746143629153,0.0100567352857575,59960349085079.84,5.873751869737248,72.80417618963408,352179666782876.25,0.0051103920491525,0.0031619153356788
3501,3501,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.2,0.2,,24821.95,12.410975,2000.0,0.3425377470517219,0.010886317967679,0.0095542793553151,60036295563123.75,5.850584540081937,72.60535527803063,351217899394483.8,0.0051168649313735,0.0031659202545507
3502,3502,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.2,0.05,,24833.6,12.4168,2000.0,0.3340784446591783,0.0103307573997577,0.0095536329992797,60064473157684.63,5.996416703795356,74.45940400962846,360186591833123.06,0.0051192664943631,0.0031674061559793
3503,3503,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.2,0.0,,24872.25,12.436125,2000.0,0.3380452072736034,0.0104107099019134,0.0095719512416821,60157955048652.69,5.925532475217269,73.69185943432545,356473706021914.6,0.0051272339114918,0.003172335777457
3504,3504,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.05,0.2,,24815.0,12.407500000000002,2000.0,0.3422668914095311,0.0110164853931215,0.009662254446461,60019485753493.0,5.852921964935828,72.62251579025221,351300910889048.1,0.0051154322392895,0.003165033815501
3505,3505,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.05,0.05,,24831.85,12.415925,2000.0,0.3370928883097918,0.0104493440734734,0.0096375560020492,60060240471806.39,5.94248547014627,73.78092782284654,356904561462247.25,0.0051189057445578,0.0031671829519021
3506,3506,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.05,0.0,,24788.6,12.3943,2000.0,0.3362615285507218,0.0103057726636768,0.009660602009533,59955632663672.66,5.958630429755775,73.85264596788724,357251487610507.4,0.005109990070798,0.0031616666225641
3507,3507,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.0,0.2,,24745.0,12.3725,2000.0,0.3390202070182567,0.0110119677326475,0.0099834582524189,59850178318363.27,5.908701787498197,73.10633424532776,353641312651827.3,0.0051010022470771,0.0031561056524108
3508,3508,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.0,0.05,,24807.85,12.403925,2000.0,0.3403270568161929,0.0103966495826774,0.0098737267170595,60002192208333.336,5.88938389556658,73.05429103631391,353389561159425.6,0.0051139583186564,0.003164121867414
3509,3509,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,1.0,0.0,0.0,,24810.35,12.405175,2000.0,0.3355533928778413,0.0106423961140926,0.0099623281274977,60008238902445.1,5.972470320057538,74.08388766199955,358370085842656.3,0.0051144736755211,0.0031644407303815
3510,3510,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.2,,24814.35,12.407175,2000.0,0.3367834323787065,0.0109848519114152,0.0095672037155581,60017913613023.94,5.950526868752284,73.83300917848331,357156497483417.1,0.0051152982465047,0.0031649509111295
3511,3511,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.05,,24817.1,12.408549999999996,2000.0,0.3316416559636764,0.0100302112573257,0.0095842771585779,60024564976546.914,6.0356612299639405,74.89312551439676,362284656848349.8,0.0051158651390559,0.0031653016603937
3512,3512,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,,24833.45,12.416725,2000.0,0.339408062778989,0.0103339060075603,0.0095901146636972,60064110356037.92,5.904253494257299,73.3087893426302,354620659887633.6,0.0051192355729512,0.0031673870242013
3513,3513,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.2,,24791.9,12.39595,2000.0,0.3361174223672037,0.0110845662084928,0.0096101784443235,59963614299900.19,5.958093950030702,73.85737840592039,357274380094659.0,0.0051106703418594,0.0031620875216813
3514,3514,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.05,,24781.85,12.390925,2000.0,0.3368746437570508,0.0103997963290357,0.0096230199685982,59939306589570.85,5.949477524762726,73.72063843961588,356612920295380.6,0.0051085986072632,0.0031608056925519
3515,3515,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,,24813.1,12.40655,2000.0,0.3371847636206894,0.0103245927515558,0.0096520074904862,60014890265968.06,5.942805444563375,73.73174789516864,356666660678961.4,0.0051150405680723,0.0031647914796457
3516,3516,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.2,,24806.25,12.403125,2000.0,0.3377078496238596,0.0108262646731234,0.0099610412828368,59998322324101.81,5.931807041286112,73.57780971304696,355922006999431.1,0.005113628490263,0.0031639177951148
3517,3517,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.05,,24822.05,12.411025,2000.0,0.3325045243896966,0.010753884200859,0.00999911582273,60036537430888.23,6.02717795462977,74.79840695700983,361826469533767.9,0.0051168855456481,0.0031659330090695
3518,3518,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.0,,24788.7,12.39435,2000.0,0.3392447503628773,0.0102756338534264,0.0100033799629774,59955874531437.125,5.904491078239445,73.18939396919208,354043102046400.25,0.0051100106850726,0.0031616793770829
3519,3519,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.2,0.2,,24906.3,12.45315,2000.0,0.3377602713758619,0.0109962944027239,0.0095135483292052,60240311022455.086,5.934603945798308,73.90959332881198,357526962228095.4,0.0051342530719894,0.0031766786910745
3520,3520,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.2,0.05,,24781.2,12.3906,2000.0,0.3424568187876389,0.0102286728402085,0.0095877727860781,59937734449101.8,5.847282617222211,72.45028226912954,350467756154629.75,0.0051084646144784,0.0031607227881803
3521,3521,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.2,0.0,,24832.95,12.416475,2000.0,0.3398791317710561,0.0100091862758564,0.0095270989128455,60062901017215.56,5.892578130033708,73.16570255644896,353928498265653.4,0.0051191325015783,0.0031673232516078
3522,3522,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.05,0.2,,24789.15,12.394574999999998,2000.0,0.3366732425843793,0.0110885561708666,0.0096258681041657,59956962936377.234,5.950957631683168,73.75547471022375,356781435713269.25,0.0051101034493082,0.003161736772417
3523,3523,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.05,0.05,,24788.75,12.394375,2000.0,0.3363190176941202,0.0102696589383298,0.0096419220209955,59955995465319.36,5.95431354875567,73.79566563051353,356975853474119.9,0.0051100209922099,0.0031616857543422
3524,3524,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.05,0.0,,24850.9,12.425449999999998,2000.0,0.3402389510789021,0.0102170572231765,0.009625377025769,60106316280938.125,5.889363827779079,73.18314454760356,354012871373823.2,0.005122832763867,0.0031696126877145
3525,3525,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.0,0.2,,24803.7,12.401849999999998,2000.0,0.3406274501401867,0.0107977374078815,0.0099370582407511,59992154696107.79,5.876693074687607,72.88471069260363,352569240786796.9,0.005113102826261,0.0031635925548879
3526,3526,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.0,0.05,,24814.15,12.407075,2000.0,0.340924712908918,0.0102079034110931,0.0100178889618571,60017429877495.016,5.880551673642992,72.95334742068093,352901261026410.2,0.0051152570179555,0.0031649254020921
3527,3527,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.05,0.0,0.0,0.0,,24852.4,12.426199999999998,2000.0,0.3426454201994488,0.0100474823066358,0.0099753813242026,60109944297405.2,5.847308022263204,72.66284393173298,351495992437552.44,0.0051231419779859,0.003169804005495
3528,3528,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.2,0.2,,23603.9,11.801950000000003,2000.0,0.3249259870873857,0.0106288665950839,0.0094152757046272,57090225257984.02,6.271513218402274,72.0872498569954,348711639395561.4,0.0048657727597407,0.0030105638395207
3529,3529,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.2,0.05,,24207.05,12.103524999999998,2000.0,0.3299830096831215,0.0103981999293122,0.0094868718359209,58549050679391.23,6.10407509229543,73.38726361592735,355000267828651.1,0.004990107756925,0.003087492719062
3530,3530,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.2,0.0,,,,2000.0,,,,,,,,,
3531,3531,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.05,0.2,,21844.55,10.922275,2000.0,0.3048606659548713,0.0107735319153889,0.0086678670581287,52834924743762.47,8.940025242415361,65.83023513049703,318444236112348.3,0.0045030955197571,0.0027861672147654
3532,3532,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.05,0.05,,23053.35,11.526675,2000.0,0.3220436154334266,0.0099753662241526,0.0090341194029654,55758622280688.63,7.50561430763149,69.03210789562756,333932832268806.0,0.0047522808709903,0.0029403438368157
3533,3533,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.05,0.0,,23415.65,11.707825,2000.0,0.3205801803799772,0.0104696522726088,0.0092222585159251,56634909191367.27,6.380071814218677,72.75574502401153,351945388027679.3,0.0048269663878267,0.0029865534580672
3534,3534,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.0,0.2,,23473.2,11.7366,2000.0,0.3247913547932285,0.0110030628558106,0.0095179206575486,56774104089820.35,6.332298832764547,72.35583801930008,350010895763161.6,0.0048388299028527,0.0029938936835792
3535,3535,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.0,0.05,,,,2000.0,,,,,,,,,
3536,3536,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,2.0,0.0,0.0,,22576.95,11.288474999999998,2000.0,0.3125499103602351,0.0103562294394343,0.0090321399615125,54606364250748.49,6.709667036264476,72.01897060949231,348381348416494.6,0.0046540744668478,0.002879581309727
3537,3537,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.2,0.2,,24225.8,12.1129,2000.0,0.3383123519945343,0.0111656197767419,0.0094235434098776,58594400885229.52,5.929996604319453,71.6936999370927,346807898608868.7,0.0049939729334104,0.0030898841913184
3538,3538,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.2,0.05,,,,2000.0,,,,,,,,,
3539,3539,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.2,0.0,,20876.0,10.438,2000.0,0.2860183238403465,0.0100591965207467,0.0088952378125857,50492314510978.04,9.042409336277542,70.2194316042613,339676338891020.6,0.0043034359632242,0.0026626333238928
3540,3540,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.05,0.2,,,,2000.0,,,,,,,,,
3541,3541,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.05,0.05,,24092.4,12.0462,2000.0,0.332902814259944,0.0102617108805025,0.0094045330917759,58271749287425.15,6.087603288248591,72.47247507575712,350575110645156.9,0.0049664734911086,0.003072869663372
3542,3542,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.05,0.0,,,,2000.0,,,,,,,,,
3543,3543,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.0,0.2,,23023.5,11.511749999999996,2000.0,0.3137237744691674,0.0108742399607711,0.0092836726099321,55686424752994.016,11.443290235047812,70.45573664518471,340819430330648.3,0.0047461275100255,0.0029365366129836
3544,3544,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.0,0.05,,,,2000.0,,,,,,,,,
3545,3545,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,1.0,0.0,0.0,,22077.0,11.0385,2000.0,0.3064057632585104,0.0102728695509059,0.0088607748788175,53397146362275.445,9.444757956685804,70.26721193500681,339907469326682.6,0.0045510134010395,0.0028158150934845
3546,3546,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.2,0.2,,22135.0,11.0675,2000.0,0.3058304862060464,0.0110562920977331,0.008927555713073,53537429665668.67,8.561128204688112,69.38789786578575,335653914762873.7,0.0045629696803012,0.0028232127143307
3547,3547,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.2,0.05,,,,2000.0,,,,,,,,,
3548,3548,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.2,0.0,,,,2000.0,,,,,,,,,
3549,3549,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.05,0.2,,23496.95,11.748475,2000.0,0.3179606293496818,0.011008271551598,0.0091721107015517,56831547683882.23,9.894500183135827,71.35753619456197,345181755150826.0,0.0048437257930677,0.0029969228817706
3550,3550,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.05,0.05,,,,2000.0,,,,,,,,,
3551,3551,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.05,0.0,,,,2000.0,,,,,,,,,
3552,3552,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.0,0.2,,24559.5,12.279750000000003,2000.0,0.3318348214315278,0.0111268340111352,0.0099008200654558,59401513615269.45,6.035870986352094,74.0734286094849,358319491689652.2,0.0050627627677143,0.0031324460202216
3553,3553,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.0,0.05,,,,2000.0,,,,,,,,,
3554,3554,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.5,0.0,0.0,,20567.2,10.283599999999998,2000.0,0.2934270907823471,0.0103880093644868,0.0084734198610425,49745426854291.41,8.879122073634827,64.12328697367312,310187121417168.44,0.004239779083293,0.002623247370146
3555,3555,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.2,0.2,,22181.6,11.090800000000002,2000.0,0.3064698229577372,0.0109068332980575,0.009102192934487,53650140043912.17,7.035745872155898,71.41768476518192,345472715157065.7,0.0045725759322597,0.002829156320045
3556,3556,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.2,0.05,,23257.9,11.62895,2000.0,0.3189910147962678,0.0103565465395582,0.0091043238025501,56253362792914.17,6.601801420297496,73.02621733835903,353253758708130.06,0.0047944473696624,0.0029664332048173
3557,3557,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.2,0.0,,22107.95,11.053975000000005,2000.0,0.3015966361980164,0.0099687621262629,0.0089295768720787,53472004435379.234,13.448900318722078,67.53381065382152,326685036181030.56,0.0045573935190248,0.0028197626170222
3558,3558,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.05,0.2,,22914.65,11.457325,2000.0,0.3152155991778159,0.011071884452145,0.0089834994673072,55423151691367.27,7.978470199425173,69.92749269869022,338264126681968.5,0.0047236888721352,0.0029226533193782
3559,3559,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.05,0.05,,,,2000.0,,,,,,,,,
3560,3560,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.05,0.0,,20774.2,10.3871,2000.0,0.2936482640663858,0.0101660836976119,0.0082033758945642,50246093126746.5,22.03831698008605,67.22768333491732,325204189575692.8,0.0042824506316925,0.0026496492238558
3561,3561,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.2,,,,2000.0,,,,,,,,,
3562,3562,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.05,,,,2000.0,,,,,,,,,
3563,3563,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,,23558.15,11.779075,2000.0,0.3215747019716104,0.0099254049576497,0.0095223453841805,56979570755738.52,7.873108010310172,70.19205280357514,339543897904703.4,0.0048563417291162,0.0030047286472152
3564,3564,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.2,0.2,,24845.2,12.4226,2000.0,0.4865924203148779,0.0092366364166947,0.0095578161262425,60092529818363.29,4.123566327432856,51.23101926173045,247822642008169.0,0.0051216577502154,0.0031688856801486
3565,3565,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.2,0.05,,24896.2,12.4481,2000.0,0.4812803073766417,0.008557821892013,0.0093394169085431,60215882378243.5,4.165943990499142,51.85907363164482,250860764136518.4,0.0051321710302559,0.0031753904846858
3566,3566,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.2,0.0,,24900.65,12.450324999999998,2000.0,0.4849024369704239,0.00861442863563,0.0096602481295565,60226645493762.48,4.139475402548898,51.5414711264962,249324407978304.25,0.0051330883654751,0.0031759580607679
3567,3567,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.05,0.2,,24830.6,12.415299999999998,2000.0,0.4921052794824504,0.009665318600851,0.0095950577170753,60057217124750.5,4.074661542588525,50.58633033731318,244704052629607.9,0.0051186480661254,0.0031670235204183
3568,3568,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.05,0.05,,24914.0,12.457,2000.0,0.4916643653047686,0.0086341686688644,0.0096643576486589,60258934840319.36,4.081414336700038,50.84564932104495,245958470687209.97,0.0051358403711328,0.0031776607890144
3569,3569,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.05,0.0,,24890.85,12.445425,2000.0,0.4876578583998253,0.0086603250417924,0.0096970362901345,60202942452844.31,4.114787732645199,51.20732724497087,247708035305579.97,0.0051310681665654,0.0031747081179353
3570,3570,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.0,0.2,,24848.05,12.424025,2000.0,0.4831407888754938,0.0095608312918083,0.0100102088986949,60099423049650.69,4.149798291321939,51.555472750041,249392138806019.2,0.0051222452570412,0.0031692491839315
3571,3571,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.0,0.05,,24871.75,12.435875,2000.0,0.4870424049192252,0.0086716565523143,0.009927390799241,60156745709830.336,4.116981552075002,51.18998118531415,247624126252148.9,0.0051271308401188,0.0031722720048635
3572,3572,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,2.0,0.0,0.0,,24843.2,12.421600000000002,2000.0,0.5012330508973832,0.0088318453428419,0.0099484290018054,60087692463073.85,4.000323087935754,49.68998069932128,240368090967096.9,0.0051212454647237,0.0031686305897746
3573,3573,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.2,0.2,,24900.45,12.450225,2000.0,0.4842246487069019,0.0094692786684862,0.0097423045944982,60226161758233.54,4.1438278068515775,51.58472150086071,249533625405505.9,0.0051330471369259,0.0031759325517305
3574,3574,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.2,0.05,,24884.5,12.44225,2000.0,0.4915481773944066,0.0086489526918955,0.0096644206812179,60187583849800.4,4.081067475033127,50.7756113375202,245619672077146.2,0.005129759160129,0.0031738982059978
3575,3575,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.2,0.0,,24814.35,12.407175,2000.0,0.5042765075236275,0.0087705002306601,0.0095695173289831,60017913613023.95,3.979009004182722,49.36710955791354,238806248543406.9,0.0051152982465047,0.0031649509111295
3576,3576,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.05,0.2,,24859.5,12.42975,2000.0,0.4813171089615821,0.0094362790568017,0.0096766730635781,60127116908682.64,4.166348074476434,51.784612743206594,250500570363976.6,0.0051246055914817,0.0031707095763227
3577,3577,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.05,0.05,,24865.55,12.432774999999998,2000.0,0.4882327243472559,0.0085795212573276,0.0096475881769426,60141749908433.125,4.105677961322363,51.04643127841056,246929724350692.9,0.0051258527550943,0.0031714812247041
3578,3578,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.05,0.0,,24822.2,12.4111,2000.0,0.48600497755383,0.0087150552488175,0.0096155981059121,60036900232534.94,4.125293288911744,51.19738620014972,247659946939832.0,0.0051169164670599,0.0031659521408475
3579,3579,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.0,0.2,,24836.95,12.418475,2000.0,0.4913575895182021,0.0095726788686667,0.0099861598848256,60072575727794.414,4.083535951978573,50.709177510896986,245298308054533.97,0.0051199570725618,0.0031678334323558
3580,3580,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.0,0.05,,24833.55,12.416775,2000.0,0.4957984590954766,0.0087177860692696,0.0099758946924877,60064352223802.39,4.042464258856932,50.20160649941766,242843006737397.6,0.0051192561872258,0.00316739977872
3581,3581,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,1.0,0.0,0.0,,24849.8,12.4249,2000.0,0.4969098250009324,0.0087611623041431,0.0098715351450953,60103655735528.94,4.036190786918171,50.151054789259874,242598470154876.44,0.0051226060068465,0.0031694723880088
3582,3582,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.2,0.2,,24861.4,12.430700000000003,2000.0,0.4882106163799903,0.0096120126510328,0.0093290806096464,60131712396207.58,4.111462981366129,51.10853357646984,247230135230695.2,0.0051249972626989,0.003170951912178
3583,3583,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.2,0.05,,24814.6,12.4073,2000.0,0.4954060432624715,0.0087012562884203,0.0094396442699307,60018518282435.14,4.050287057191081,50.25510471753525,243101796625783.3,0.0051153497821912,0.0031649827974263
