,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
1875,1875,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.05,0.2,,17068.9,8.53445,1000.0,0.124478823777872,0.0096056406704486,0.0097109195459423,65015417096091.65,8.051130351985966,68.70631522955716,523404524226542.1,0.0028397830019783,0.0014963375373383
1876,1876,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.05,0.05,,16995.05,8.497525000000001,1000.0,0.1214566902622209,0.0089648884285795,0.0096931588001181,64734122545619.96,8.253928657333935,70.139991894095,534326269192633.8,0.0028274964472093,0.0014898635098888
1877,1877,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.05,0.0,,17018.45,8.509225,1000.0,0.1217335234008032,0.0088330192901903,0.009692743615849,64823253114083.55,8.22842782644758,70.01610559796677,533382503722654.3,0.0028313895464861,0.0014919148604957
1878,1878,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.0,0.2,,16997.75,8.498875,1000.0,0.1211692297003139,0.0095546725749299,0.0098952178159298,64744406841981.14,8.277303902389557,70.34413719479004,535881447543071.9,0.002827945650972,0.0014901002041896
1879,1879,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.0,0.05,,17035.7,8.51785,1000.0,0.119809215183892,0.0087572798667341,0.0098816812124511,64888958340835.58,8.370315326824358,71.2978588226191,543146896333195.2,0.0028342594594145,0.0014934270740841
1880,1880,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.0,0.0,,17001.35,8.500675,1000.0,0.1211618785301709,0.0088487089742123,0.0098622342375049,64758119237129.375,8.274440598831161,70.32860715378487,535763139732554.5,0.0028285445893223,0.0014904157965907
1881,1881,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.2,0.2,,16958.95,8.479474999999999,1000.0,0.1189270777880437,0.0094321926845551,0.0095890781915079,64596617694272.24,8.431553268745102,71.50001323889691,544686908131508.8,0.0028214904265301,0.0014866988194226
1882,1882,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.2,0.05,,17011.9,8.505949999999999,1000.0,0.1203980887590887,0.0088066791810844,0.0095220915117914,64798304172911.05,8.339819479062042,70.93875359155773,540411233650908.4,0.0028302998114321,0.0014913406576549
1883,1883,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.2,0.0,,16999.4,8.4997,1000.0,0.1204799878382175,0.0086646542720434,0.0094056500747587,64750691689757.41,8.314631751469815,70.67174393945623,538377154840901.6,0.0028282201643825,0.0014902448507067
1884,1884,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.05,0.2,,17036.15,8.518074999999998,1000.0,0.1193365031294717,0.0096342700610636,0.0097434253145456,64890672390229.1,8.396297997582483,71.5203847632649,544842098349234.8,0.0028343343267083,0.0014934665231342
1885,1885,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.05,0.05,,17046.75,8.523375000000001,1000.0,0.1209156643067671,0.0088355793163632,0.0095931752471174,64931047775943.4,8.287809043169094,70.65242510247471,538229983992848.7,0.0028360978674064,0.0014943957674262
1886,1886,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.05,0.0,,17000.15,8.500074999999999,1000.0,0.1203194843013306,0.0087452106000785,0.0096223022213473,64753548438746.63,8.331964396941427,70.820045642738,539506916816767.2,0.0028283449432055,0.0014903105991236
1887,1887,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.0,0.2,,17028.7,8.51435,1000.0,0.1214215880812105,0.0096455305548719,0.009830958808482,64862295350269.54,8.256179937804848,70.29435495881874,535502206603626.3,0.0028330948570668,0.0014928134221931
1888,1888,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.0,0.05,,17013.45,8.506725,1000.0,0.1207287341011521,0.0086368506226707,0.0098906946958428,64804208120822.1,8.294557343783698,70.55325051953949,537474472287365.3,0.0028305576876663,0.0014914765377164
1889,1889,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,1.0,0.0,0.0,,16988.7,8.49435,1000.0,0.1201097688068671,0.0087848246756831,0.0099116033954056,64709935404177.89,8.34602179302384,70.88843596055395,540027914073548.8,0.0028264399865081,0.0014893068399592
1890,1890,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.2,0.2,,17009.05,8.504525,1000.0,0.1183261915179855,0.0094987471121728,0.0096306971510839,64787448526752.02,8.467861789643313,72.0162768484793,548619802917761.4,0.0028298256519048,0.0014910908136707
1891,1891,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.2,0.05,,17072.2,8.536100000000001,1000.0,0.1208345328561506,0.0087179385173494,0.0097105139665098,65027986791644.2,8.285336741924763,70.72759776057259,538802649099616.7,0.0028403320287994,0.0014966268303726
1892,1892,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.2,0.0,,17016.45,8.508225,1000.0,0.1195639949831502,0.0086595855939339,0.0095687049760433,64815635116778.98,8.385291537301839,71.34667889131295,543518807484914.4,0.0028310568029582,0.001491739531384
1893,1893,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.2,,17015.75,8.507875,1000.0,0.1186852590751129,0.009428659009472,0.0096190329258014,64812968817722.39,8.44278667793429,71.83570848961001,547244233646602.5,0.0028309403427234,0.0014916781661949
1894,1894,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.05,,17028.15,8.514075,1000.0,0.1220581218189636,0.008725271667558,0.0096202094612488,64860200401010.79,8.214512106904618,69.94382588700955,532831877079406.2,0.0028330033525966,0.0014927652066874
1895,1895,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.05,0.0,,17013.7,8.506850000000002,1000.0,0.1209144093012468,0.0088301260529469,0.009653933391233,64805160370485.17,8.284937230030437,70.47689116393701,536892766922205.7,0.0028305992806073,0.0014914984538554
1896,1896,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.2,,17002.95,8.501475,1000.0,0.1198485278619159,0.0093729017700718,0.0098594674691774,64764213634973.05,8.368155770374717,71.13460203128395,541903206536849.2,0.0028288107841446,0.00149055605988
1897,1897,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.05,,17017.8,8.5089,1000.0,0.1205326760284435,0.0086354804866932,0.0098986524309746,64820777264959.56,8.313105848285698,70.74298890112388,538919898766850.9,0.0028312814048395,0.0014918578785344
1898,1898,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.5,0.0,0.0,,16942.2,8.4711,1000.0,0.1177968048481318,0.0086047217268136,0.0099807208118965,64532816966846.36,8.504737616705299,72.04678002428204,548852176028807.9,0.0028187036994836,0.0014852304381122
1899,1899,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.2,,17033.15,8.516575,1000.0,0.1224142966753788,0.0096315441588549,0.0095118478408679,64879245394272.23,8.19289071482159,69.76526403197924,531471593349084.2,0.0028338352114164,0.0014932035294667
1900,1900,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.05,,17018.25,8.509125000000001,1000.0,0.1198601408150409,0.0085851221321231,0.00967227071631,64822491314353.086,8.355342253878852,71.09327200535168,541588354510698.9,0.0028313562721333,0.0014918973275845
1901,1901,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.2,0.0,,16979.55,8.489775,1000.0,0.1190358648319715,0.0086082414620213,0.009450368861295,64675083066509.44,8.41608298179524,71.45366294814444,544333811741490.2,0.0028249176848678,0.0014885047092731
1902,1902,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.2,,17007.6,8.503800000000002,1000.0,0.1195218971185283,0.0095457029854947,0.0096469685577119,64781925478706.2,8.38967016547252,71.3502159612509,543545752874168.2,0.0028295844128471,0.0014909637000647
1903,1903,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.05,,17007.55,8.503775000000001,1000.0,0.1201771855309232,0.0088036917347358,0.0096590651404387,64781735028773.58,8.345308707104179,70.95991110316551,540572411517308.2,0.0028295760942589,0.0014909593168369
1904,1904,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.05,0.0,,17054.8,8.5274,1000.0,0.12173879092324,0.0085091508220319,0.0096673100301127,64961710215094.33,8.232191099184929,70.19965604951565,534780790567808.4,0.0028374371601063,0.0014951014671008
1905,1905,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.2,,17029.75,8.514875,1000.0,0.1191908068199097,0.0097062191207829,0.0098846326911345,64866294798854.45,8.408066343700606,71.58998594592069,545372319971102.2,0.0028332695474189,0.0014929054699768
1906,1906,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.05,,17013.45,8.506725000000001,1000.0,0.1202593764863592,0.0087274467059006,0.0098656857613377,64804208120822.086,8.33387494533973,70.90169315641015,540128907355847.5,0.0028305576876663,0.0014914765377164
1907,1907,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,,17022.8,8.5114,1000.0,0.1199277284355105,0.0086539732680531,0.0098899170344428,64839822258221.016,8.354086961942262,71.1082685150294,541702597881002.1,0.0028321132636594,0.0014922962013136
1908,1908,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.2,0.2,,17010.2,8.5051,1000.0,0.1196171848561504,0.0094016468506581,0.0096363010851323,64791828875202.15,8.368815466255588,71.18154283493432,542260801452532.5,0.0028300169794334,0.0014911916279099
1909,1909,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.2,0.05,,16963.95,8.481975,1000.0,0.1212724793275242,0.0087925030262967,0.0094256353661897,64615662687533.69,8.2650992630984,70.10551504711074,534063624665237.1,0.0028223222853499,0.0014871371422019
1910,1910,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.2,0.0,,17036.9,8.51845,1000.0,0.1209412856166523,0.0085865951619609,0.0094940690516506,64893529139218.33,8.292131319201365,70.64064642585095,538140254066077.6,0.0028344591055313,0.0014935322715511
1911,1911,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.05,0.2,,17007.2,8.503599999999999,1000.0,0.1193158013226536,0.0096066893126954,0.0096973987132078,64780401879245.29,8.395224902129877,71.39635147680784,543897213107326.1,0.0028295178641415,0.0014909286342424
1912,1912,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.05,0.05,,17001.2,8.5006,1000.0,0.1212164673329993,0.0087052652324267,0.0096345483298457,64757547887331.54,8.26855844494368,70.28404965666877,535423700839625.0,0.0028285196335577,0.0014904026469073
1913,1913,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.05,0.0,,17004.95,8.502474999999999,1000.0,0.1179177641484443,0.0089549207850912,0.0096653509423712,64771831632277.64,8.487975727170397,72.17251706438624,549810040461407.9,0.0028291435276725,0.0014907313889917
1914,1914,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.2,,17020.05,8.510025,1000.0,0.1185657720157735,0.0095556503788148,0.0099728150059425,64829347511927.23,8.447098034908441,71.88052897934544,547585676016597.1,0.0028316557413085,0.0014920551237851
1915,1915,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.05,,16970.85,8.485425,1000.0,0.1205166752060677,0.0086258010034107,0.0099288524998256,64641944778234.52,8.317149053220561,70.58476784851094,537714571214517.4,0.0028234702505213,0.0014877420276372
1916,1916,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,,17020.95,8.510475,1000.0,0.1196995378743338,0.0085977427646947,0.0100008058133362,64832775610714.27,8.364185519002445,71.18345929780541,542275401061519.2,0.002831805475896,0.0014921340218853
1917,1917,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.2,0.2,,17009.55,8.504775,1000.0,0.1200445107646885,0.0096566765815409,0.0095356795623074,64789353026078.16,8.34069585683657,70.93662848345919,540395044583141.7,0.0028299088377868,0.0014911346459486
1918,1918,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.2,0.05,,16996.1,8.49805,1000.0,0.1179998510395875,0.0088047470147461,0.0096053373058964,64738121994204.85,8.486255666570448,72.11487953250067,549370957898860.8,0.0028276711375614,0.0014899555576724
1919,1919,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.2,0.0,,16984.75,8.492375000000001,1000.0,0.1190143219371861,0.0085940316623644,0.0093797314513931,64694889859501.35,8.421272240534414,71.51585822861954,544807615220507.0,0.0028257828180404,0.0014889605649636
1920,1920,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.05,0.2,,16979.55,8.489775,1000.0,0.1189425212968501,0.0095700754369638,0.0096479358251124,64675083066509.44,8.416894727751565,71.45549809599191,544347791892845.8,0.0028249176848678,0.0014885047092731
1921,1921,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.05,0.05,,17047.05,8.523525000000003,1000.0,0.1198659764867556,0.0086662155546638,0.0096465310229279,64932190475539.086,8.360339373658212,71.26542730597997,542899833126854.8,0.0028361477789356,0.001494422066793
1922,1922,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.05,0.0,,17012.15,8.506075,1000.0,0.1192702797018057,0.0087664393365492,0.0095326009051332,64799256422574.125,8.400974223823845,71.45914437433252,544375569231416.2,0.0028303414043731,0.0014913625737938
1923,1923,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.0,0.2,,16998.5,8.499249999999998,1000.0,0.1204511535233564,0.0093581156851369,0.0099719490196204,64747263590970.336,8.313333913294315,70.65398203539957,538241844703673.6,0.002828070429795,0.0014901659526065
1924,1924,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.0,0.05,,17059.35,8.529675000000001,1000.0,0.119268214804822,0.0086388929404877,0.009950488449274,64979041158962.27,8.404692089645547,71.69748816466047,546191271583698.3,0.0028381941516324,0.0014955003408299
1925,1925,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,1.0,0.0,0.0,,17031.1,8.515550000000001,1000.0,0.1192832545754185,0.0087160837665864,0.0099397356411902,64871436947035.04,8.392718811330152,71.47151394081119,544469800555509.5,0.0028334941493003,0.0014930238171272
1926,1926,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.2,0.2,,16961.55,8.480775,1000.0,0.1196005092466236,0.0096423127549399,0.0094479409148494,64606521090768.19,8.36875481435041,70.97658543544006,540699436535631.2,0.0028219229931164,0.0014869267472679
1927,1927,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.2,0.05,,17008.45,8.504225000000002,1000.0,0.1203879191026658,0.00871748742973,0.0094524541763172,64785163127560.65,8.318638681378639,70.74008859919834,538897804274599.8,0.0028297258288464,0.0014910382149372
1928,1928,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.2,0.0,,16952.35,8.476175,1000.0,0.1186432727301791,0.0088238352396779,0.0094534355008356,64571478303167.1,8.441627674589288,71.54933702131936,545062656573055.1,0.0028203923728879,0.001486120233354
1929,1929,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.05,0.2,,17004.6,8.5023,1000.0,0.1205584510528694,0.0096322768608546,0.0096580528540219,64770498482749.31,8.309127050059185,70.64518695533161,538174843807422.5,0.0028290852975552,0.0014907007063972
1930,1930,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.05,0.05,,16977.95,8.488975,1000.0,0.1193137030976344,0.0086847940929832,0.0095817796145018,64668988668665.77,8.390296969785616,71.2215117048539,542565284195847.4,0.0028246514900454,0.0014883644459838
1931,1931,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.05,0.0,,17047.65,8.523825,1000.0,0.1194356251704789,0.0087434709684495,0.0096475872851921,64934475874730.48,8.391988416805972,71.52936778126048,544910530956111.8,0.0028362476019939,0.0014944746655265
1932,1932,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.2,,17049.5,8.524750000000001,1000.0,0.1204748616883364,0.0095348487346142,0.0099878015465408,64941522522237.2,8.318039320671112,70.9106673377008,540197272644730.6,0.0028365553897573,0.0014946368449548
1933,1933,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.05,,16994.8,8.4974,1000.0,0.1213955843416385,0.0086136354425166,0.0100170267286794,64733170295956.88,8.243465544532288,70.04873188418455,533631050683119.8,0.0028274548542683,0.0014898415937499
1934,1934,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,,16999.6,8.499800000000002,1000.0,0.1189553653649966,0.0086387371979991,0.0099017903578744,64751453489487.88,8.425440686815739,71.62373823203977,545629444795780.9,0.0028282534387353,0.0014902623836179
1935,1935,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.2,0.2,,17014.6,8.507300000000003,1000.0,0.1201425755872264,0.0095339624371045,0.0096015982817986,64808588469272.23,8.329573825100507,70.8613228784014,539821366686791.5,0.0028307490151948,0.0014915773519557
1936,1936,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.2,0.05,,17030.85,8.515425000000002,1000.0,0.1196340143713541,0.008690428453306,0.0095143315610555,64870484697371.96,8.370013859790017,71.27309795603796,542958268118321.0,0.0028334525563593,0.0014930019009882
1937,1937,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.2,0.0,,17022.1,8.511050000000001,1000.0,0.1202132282167383,0.0087101974317636,0.0097365338480507,64837155959164.42,8.33330922767134,70.9301562630498,540345739225508.2,0.0028319968034246,0.0014922348361245
1938,1938,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.2,,17003.15,8.501574999999999,1000.0,0.1187041724555797,0.0092908485511596,0.0096568391281052,64764975434703.5,8.442918139901288,71.77897328709338,546812025026755.8,0.0028288440584974,0.0014905735927912
1939,1939,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.05,,16953.9,8.476949999999999,1000.0,0.1169222323593146,0.0086470455583916,0.0096180796248733,64577382251078.16,8.563370575769676,72.5972629144323,553045753202191.2,0.002820650249122,0.0014862561134156
1940,1940,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.0,,17013.0,8.506499999999999,1000.0,0.1198878581698295,0.0087548480376188,0.0096506252481078,64802494071428.58,8.35401471274043,71.05652506019281,541308416381527.1,0.0028304828203725,0.0014914370886663
1941,1941,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.2,,17015.5,8.50775,1000.0,0.1184922331048085,0.0091712887842982,0.0099119885308841,64812016568059.3,8.462795431573628,72.00112784692689,548504397864768.1,0.0028308987497824,0.0014916562500559
1942,1942,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.05,,16982.45,8.491225000000002,1000.0,0.1170561708384525,0.0086376847797103,0.0098978071427703,64686129162601.08,8.559410975482507,72.67767424852809,553658326528590.9,0.0028254001629833,0.0014887589364851
1943,1943,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,,17035.5,8.51775,1000.0,0.1183547266335381,0.0088780442594144,0.0099573158650993,64888196541105.125,8.468830467151694,72.12435345417394,549443130208631.7,0.0028342261850617,0.0014934095411729
1944,1944,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.2,0.2,,21262.35,10.631175,1500.0,0.3228396244197597,0.0145203210008268,0.0095854942192569,67542677023053.89,4.657432370111695,49.50867528485698,314541757106279.06,0.0044151912624937,0.0028683587227116
1945,1945,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.2,0.05,,21210.15,10.605075,1500.0,0.3232748148843711,0.014072565483946,0.0094956575461609,67376856794311.39,4.650318319281415,49.31428271439282,313306729500906.9,0.0044043517746712,0.0028613167764862
1946,1946,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.2,0.0,,21190.5,10.59525,1500.0,0.3112024078790796,0.0140031804437241,0.0095193244210584,67314435961077.84,4.828937755071419,51.1630344138287,325052339833802.1,0.004400271392761,0.0028586659289129
1947,1947,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.05,0.2,,21278.0,10.639,1500.0,0.3152311792366163,0.0143878509871403,0.0096528164448773,67592391325349.31,4.776196370948231,50.80798402838799,322796610480204.6,0.0044184410323102,0.0028704699575474
1948,1948,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.05,0.05,,21217.5,10.60875,1500.0,0.3282555355665181,0.0142710363295019,0.0096519343375643,67400205044910.17,4.580280296764352,48.59230894655944,308719838492162.44,0.0044058780243933,0.0028623083148915
1949,1949,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.05,0.0,,21263.65,10.631825,1500.0,0.3207618052264251,0.014234992561852,0.009716810685599,67546806645608.79,4.691653604359211,49.884774844711856,316931217452834.4,0.0044154612114241,0.0028685340968513
1950,1950,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.0,0.2,,21273.2,10.636599999999998,1500.0,0.3212832628045817,0.0144733580856149,0.0099122934717381,67577143488223.55,4.680662857150439,49.788034855940765,316316602622697.44,0.0044174442977978,0.0028698224222623
1951,1951,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.0,0.05,,21202.7,10.601350000000002,1500.0,0.3243342986356879,0.0142755480263688,0.0098769821217377,67353190880439.125,4.633048712810334,49.11610718761817,312047667769836.4,0.0044028047596467,0.0028603117477625
1952,1952,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,2.0,0.0,0.0,,21306.55,10.653275,1500.0,0.3251344622630199,0.0142226488044083,0.0099982806781917,67683084189920.15,4.62559060256444,49.282129132826,313102449261431.75,0.0044243695261288,0.0028743214434619
1953,1953,0.03,1500.0,2.25,1,200000.0,1.0,0.2,0.2,1.0,0.2,0.2,,21241.35,10.620675000000002,1500.0,0.3211673476641863,0.0147582401285173,0.0095964163529723,67475967735628.75,4.682496139918908,49.73290167890609,315966326912843.5,0.0044108305490019,0.0028655257558393
