,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
84,84,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.3,0.05,0.3,,10907.0,5.4535,500.0,0.0424520499110485,0.0120472794496587,0.0098401689732771,75655332439353.1,11.777994255817315,64.23129167409974,891068070892650.2,0.0016416536811454,0.0009179868134616
85,85,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.3,0.05,0.1,,10808.0,5.404,500.0,0.0410659513317455,0.0091852050006016,0.0097662274230906,74968628679245.28,12.17553675941464,65.7966006478767,912783294287057.6,0.0016267528179902,0.0009096544861
86,86,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.3,0.05,0.0,,10796.0,5.398,500.0,0.0456556118496109,0.010226958539798,0.0096971513326582,74885391859838.28,10.951556221543887,59.11650048389391,820111579125364.0,0.0016249466527593,0.0009086445070259
87,87,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.3,0.0,0.3,,10699.0,5.3495,500.0,0.0467723525947008,0.0098532374172063,0.0089013489181008,74212560902964.95,10.69007591584454,57.18656111181037,793337909961931.9,0.0016103468171426,0.00090048050951
88,88,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.3,0.0,0.1,,10826.0,5.412999999999999,500.0,0.044546815474689,0.0103257779377934,0.00919862956037,75093483908355.78,11.224146881702318,60.75630707065464,842860293246134.6,0.0016294620658366,0.0009111694547112
89,89,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.3,0.0,0.0,,10848.0,5.424,500.0,0.0459565758677058,0.0102861488768136,0.0100837403729296,75246084743935.3,10.879835813689397,59.01222945345128,818665047636974.6,0.00163277336876,0.0009130210830138
90,90,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.2,0.3,,10815.0,5.4075,500.0,0.0408439718456179,0.0107483114671621,0.0099459576191556,75017183490566.03,12.24170856570708,66.19703906906103,918338497711682.0,0.0016278064143749,0.0009102436405599
91,91,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.2,0.1,,10584.0,5.292,500.0,0.0400640239458311,0.0097131531004446,0.0088675755520815,73414874716981.12,12.480024489702483,66.04428959950553,916219434376364.0,0.0015930377336795,0.0008908015433829
92,92,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.2,0.0,,10825.0,5.4125,500.0,0.0426824849081981,0.0095578622974384,0.0091058800142529,75086547506738.55,11.71440700032822,63.40422788927649,879594377743415.5,0.0016293115520674,0.0009110852897884
93,93,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.05,0.3,,10665.0,5.3325,500.0,0.0440115286613718,0.0104425674860342,0.0095602762503103,73976723247978.44,11.360659700030862,60.58071785041457,840424378543644.9,0.0016052293489883,0.0008976189021333
94,94,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.05,0.1,,10831.0,5.4155,500.0,0.044749987751345,0.0109038495629972,0.0098259996979112,75128165916442.05,11.173187415788089,60.50839645020039,839421077988829.8,0.0016302146346828,0.0009115902793254
95,95,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.05,0.0,,10661.0,5.3305,500.0,0.0418765822464592,0.0095903625962261,0.0093521524178232,73948977641509.44,11.939847360448702,63.64535635487181,882939505500856.6,0.0016046272939113,0.0008972822424419
96,96,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.0,0.3,,10667.0,5.3335,500.0,0.0448175664093923,0.0102206038105347,0.0097169170476186,73990596051212.94,11.156339802850503,59.502338338503165,825464231762780.2,0.0016055303765268,0.000897787231979
97,97,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.0,0.1,,10835.0,5.4175,500.0,0.0405968764799808,0.0096252756579442,0.0096692489442737,75155911522911.05,12.316218471796956,66.72311357096001,925636625763214.6,0.0016308166897598,0.0009119269390168
98,98,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.1,0.0,0.0,,10976.0,5.488,500.0,0.042731471254342,0.0108504364227257,0.009613162741328,76133944150943.39,11.700977881710394,64.21496661482664,890841596557563.0,0.0016520391312232,0.0009237941931378
99,99,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.2,0.3,,10750.0,5.375,500.0,0.0481671799920491,0.0119710294594421,0.0096928640345045,74566317385444.73,10.380512209403465,55.79525312554361,774036568029862.8,0.0016180230193741,0.0009047729205751
100,100,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.2,0.1,,10902.0,5.4510000000000005,500.0,0.045714146936632,0.0105253673688274,0.0096663872292005,75620650431266.84,10.93753320373865,59.62049349357938,827103374980294.5,0.0016409011122992,0.0009175659888474
101,101,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.2,0.0,,10757.0,5.3785,500.0,0.0439038425990929,0.0121227795446449,0.0096590515833527,74614872196765.5,11.388524794190332,61.2531806055527,849753322028206.8,0.0016190766157588,0.000905362075035
102,102,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.05,0.3,,10792.0,5.396,500.0,0.0430257488346228,0.0108790916224992,0.0099299764734842,74857646253369.27,11.620948235481952,62.70663667866061,869916832140423.8,0.0016243445976823,0.0009083078473345
103,103,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.05,0.1,,10716.0,5.3580000000000005,500.0,0.0452044817543537,0.0106563979456864,0.008868949959522,74330479730458.22,11.0608501766939,59.26403524672592,822158299860381.1,0.0016129055512198,0.0009019113131984
104,104,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.05,0.0,,10886.0,5.443,500.0,0.0451311694166634,0.0089699122893892,0.0085786304754882,75509668005390.83,11.078817732017136,60.30200491536928,836557848836851.1,0.0016384928919913,0.0009162193500819
105,105,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.0,0.3,,10806.0,5.4030000000000005,500.0,0.0445934257622866,0.0100704045779286,0.0096707005400608,74954755876010.78,11.212415091528085,60.58067873952624,840423835965986.6,0.0016264517904517,0.0009094861562543
106,106,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.0,0.1,,10795.0,5.3975,500.0,0.0424219929769833,0.0097257764492728,0.0096722417850673,74878455458221.03,11.786339229071158,63.61676598891157,882542876979488.0,0.00162479613899,0.000908560342103
107,107,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.2,0.0,0.0,0.0,,10824.0,5.412,500.0,0.042003746225987,0.0102470190901108,0.0094990515340777,75079611105121.3,11.903700144028068,64.4228251794799,893725177525603.6,0.0016291610382981,0.0009110011248655
108,108,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.2,0.3,,10654.0,5.327,500.0,0.045123096894315,0.0111183907112313,0.0099280509340949,73900422830188.67,11.08079973258648,59.02742017548819,818875785534782.6,0.0016035736975266,0.000896693087982
109,109,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.2,0.1,,10709.0,5.3545,500.0,0.0444600674987896,0.0108190254980793,0.0098352910128274,74281924919137.45,11.246046803991293,60.21695761197137,835378004331186.8,0.001611851954835,0.0009013221587384
110,110,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.2,0.0,,10739.0,5.3695,500.0,0.0476306863134823,0.010878728294269,0.0097772657270806,74490016967655.0,10.49743429496774,56.36597344682929,781954058748990.5,0.0016163673679124,0.0009038471064238
111,111,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.05,0.3,,10806.0,5.4030000000000005,500.0,0.0456400867530533,0.0113719058995063,0.0097528518038677,74954755876010.78,10.955281542416222,59.19138617367484,821150453564774.6,0.0016264517904517,0.0009094861562543
112,112,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.05,0.1,,10802.0,5.401,500.0,0.0390132460191807,0.0107331276133599,0.009336379368928,74927010269541.77,12.816159920509463,69.22007973067161,960276545980102.2,0.0016258497353747,0.000909149496563
113,113,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.05,0.0,,10788.0,5.394,500.0,0.0428817718527625,0.0103101250608731,0.0098112808343964,74829900646900.27,11.659965957488506,62.893856374693,872514094145104.1,0.0016237425426053,0.0009079711876431
114,114,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.0,0.3,,10748.0,5.3740000000000006,500.0,0.0455681079956775,0.0104545973278843,0.0094646934888374,74552444582210.25,10.97258635463707,58.96667906981962,818033136127596.5,0.0016177219918356,0.0009046045907294
115,115,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.0,0.1,,10786.0,5.393,500.0,0.0407669979371121,0.0096584707979806,0.0092412108559458,74816027843665.77,12.264822658055628,66.144188594894,917605313482712.6,0.0016234415150668,0.0009078028577974
116,116,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.3,0.0,0.0,,10806.0,5.4030000000000005,500.0,0.0409969817384876,0.0101666136731429,0.0098125022782123,74954755876010.78,12.196019775050996,65.89509484460055,914149684897947.6,0.0016264517904517,0.0009094861562543
117,117,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.2,0.3,,10788.0,5.394,500.0,0.0430914234621013,0.0113357324488403,0.0095891755998901,74829900646900.27,11.60323702092939,62.587860490893135,868269073458581.2,0.0016237425426053,0.0009079711876431
118,118,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.2,0.1,,10651.0,5.3255,500.0,0.0451470537336717,0.0116793765259857,0.0094593282799215,73879613625336.92,11.07491981535636,58.979485476680296,818210796890115.6,0.0016031221562189,0.0008964405932135
119,119,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.2,0.0,,10605.0,5.3025,500.0,0.0419784499371189,0.0102567175954271,0.0094915714229433,73560539150943.4,11.910873334984212,63.15740585875379,876170264280034.0,0.0015961985228337,0.0008925690067626
120,120,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.05,0.3,,10729.0,5.3645,500.0,0.0440891623644006,0.0100072348069512,0.0093351954802157,74420652951482.47,11.3406554623891,60.83694622798632,843978984408793.1,0.0016148622302199,0.0009030054571953
121,121,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.05,0.1,,10722.0,5.361,500.0,0.0419374488780022,0.011005487101807,0.00943042934852,74372098140161.72,11.922518259384848,63.916620388562166,886702698064840.0,0.0016138086338352,0.0009024163027354
122,122,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.05,0.0,,10877.0,5.4385,500.0,0.0433225230339644,0.0107023218984713,0.0095580376981282,75447240390835.58,11.541340738811652,62.76758160802717,870762309153666.6,0.0016371382680681,0.0009154618657763
123,123,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.0,0.3,,10695.0,5.3475,500.0,0.0435375883625965,0.0093868510432497,0.0096828974424946,74184815296495.95,11.484329261322916,61.4124507249243,851962845055384.4,0.0016097447620656,0.0009001438498186
124,124,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.0,0.1,,10838.0,5.4190000000000005,500.0,0.0418555806479616,0.0097592282386076,0.009530239519321,75176720727762.81,11.945838338867944,64.7344979583254,898048952660077.6,0.0016312682310675,0.0009121794337853
125,125,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.1,0.0,0.0,,10716.0,5.3580000000000005,500.0,0.0408596123393749,0.0104264919334962,0.00988765375063,74330479730458.22,12.237022609198071,65.56596714008329,909583761014156.4,0.0016129055512198,0.0009019113131984
126,126,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.2,0.3,,10822.0,5.411,500.0,0.0466173185898242,0.0097916579468532,0.0096770655926361,75065738301886.8,10.725627623488876,58.0363710706983,805127156308304.0,0.0016288600107596,0.0009108327950198
127,127,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.2,0.1,,10862.0,5.431,500.0,0.0473728838132956,0.0117339895653097,0.0100043221664585,75343194366576.81,10.554561169857902,57.32182171349827,795214353674528.2,0.0016348805615294,0.0009141993919336
128,128,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.2,0.0,,10851.0,5.4255,500.0,0.0426895797642146,0.0094905969913352,0.0096426774867841,75266893948787.06,11.712460107633454,63.545952313965294,881560492800646.2,0.0016332249100677,0.0009132735777823
129,129,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.05,0.3,,10766.0,5.383,500.0,0.0416622091547083,0.0097097437647252,0.0098869172952741,74677299811320.75,12.001283900796084,64.60291123798531,896223475980526.1,0.001620431239682,0.0009061195593406
130,130,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.05,0.1,,10694.0,5.347,500.0,0.0448467777650307,0.0102552232641264,0.0096073907184429,74177878894878.7,11.149073019686924,59.61409343626598,827014588244496.4,0.0016095942482964,0.0009000596848958
131,131,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.05,0.0,,10683.0,5.3415,500.0,0.0465974311592845,0.0108361962437778,0.0095395212806499,74101578477088.94,10.730205240088122,57.315391289930695,795125145673660.9,0.0016079385968347,0.0008991338707445
132,132,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.0,0.3,,10902.0,5.4510000000000005,500.0,0.043936958743302,0.0104025573752215,0.0097041097070983,75620650431266.84,11.379941040553296,62.03205861205602,860558543356107.8,0.0016409011122992,0.0009175659888474
133,133,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.0,0.1,,10648.0,5.324,500.0,0.0457346175692237,0.010234562116078,0.0092513099502443,73858804420485.17,10.932637607457904,58.20536262210587,807471542849274.2,0.0016026706149112,0.0008961880984449
134,134,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.05,0.0,0.0,0.0,,10702.0,5.351,500.0,0.0427046617776341,0.0107201624766236,0.0099979377327176,74233370107816.72,11.708323615897765,62.65123966866894,869148320321029.8,0.0016107983584503,0.0009007330042785
135,135,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.2,0.3,,10731.0,5.3655,500.0,0.0429114928712692,0.011452588439564,0.0096499239757311,74434525754716.98,11.65189012416688,62.5182164612174,867302915538432.2,0.0016151632577584,0.000903173787041
136,136,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.2,0.1,,10663.0,5.3315,500.0,0.0466081545893075,0.0113668408481795,0.0099620060327837,73962850444743.94,10.7277364745676,57.19492701415716,793453968479068.0,0.0016049283214498,0.0008974505722876
137,137,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.2,0.0,,10859.0,5.4295,500.0,0.0428505594979924,0.010290613292603,0.0096506305512822,75322385161725.08,11.668459078659758,63.35389856758316,878896168966638.1,0.0016344290202217,0.0009139468971651
138,138,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.05,0.3,,10661.0,5.3305,500.0,0.0424659504953979,0.0105703376556373,0.0096969727562588,73948977641509.44,11.774138908163271,62.76204744996432,870685534867792.1,0.0016046272939113,0.0008972822424419
139,139,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.05,0.1,,10822.0,5.411,500.0,0.0433401492376219,0.0112477758291691,0.0100147278379122,75065738301886.8,11.536646938122876,62.42479658218287,866006919938395.4,0.0016288600107596,0.0009108327950198
140,140,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.05,0.0,,10955.0,5.4775,500.0,0.0418617351555212,0.0098567574681887,0.0099849535253075,75988279716981.12,11.944082063068842,65.42370950045958,907610248771052.0,0.0016488783420691,0.0009220267297581
141,141,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.0,0.3,,10777.0,5.3885000000000005,500.0,0.0442165086978434,0.0112349067839178,0.0096408067068864,74753600229110.52,11.307993659490045,60.93312383416211,845313237414835.2,0.0016220868911436,0.0009070453734918
142,142,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.0,0.1,,10738.0,5.369,500.0,0.0464221273919633,0.0101193586008414,0.0099694627930988,74483080566037.73,10.77072568816741,57.82802621977082,802236829186465.4,0.0016162168541431,0.0009037629415009
143,143,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.3,0.0,0.0,,10918.0,5.459,500.0,0.0451268420149517,0.0098122050249465,0.0096393471791084,75731632857142.86,11.079880126208172,60.48506560897041,839097413819151.0,0.0016433093326071,0.0009189126276129
144,144,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.2,0.3,,10869.0,5.4345,500.0,0.0429393619139659,0.0109204065555193,0.010029897410649,75391749177897.56,11.644327668441102,63.28109871414317,877886230924364.2,0.0016359341579141,0.0009147885463935
145,145,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.2,0.1,,10564.0,5.282,500.0,0.0448827017313533,0.0116557838820288,0.0101440010775139,73276146684636.11,11.140149338441432,58.84226880564765,816307217012386.4,0.0015900274582947,0.000889118244926
146,146,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.2,0.0,,10777.0,5.3885000000000005,500.0,0.0431141707390452,0.0101373730389519,0.0096074396826316,74753600229110.52,11.597115088362075,62.49105465363905,866926105126404.2,0.0016220868911436,0.0009070453734918
147,147,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.05,0.3,,10660.0,5.33,500.0,0.0431856751263239,0.0089374414165742,0.0096939282251834,73942041239892.19,11.5779132440892,61.71027759099544,856094538566337.5,0.0016044767801421,0.0008971980775191
148,148,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.05,0.1,,10631.0,5.3155,500.0,0.0459227804723241,0.0111149056377213,0.0100383690660683,73740885592991.9,10.887842479427626,57.87432669939754,802879146629989.9,0.001600111880834,0.0008947572947566
149,149,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.05,0.0,,10671.0,5.3355,500.0,0.047385939625542,0.0109138263776523,0.0096131160129783,74018341657681.94,10.551653168664595,56.298345481409946,781015869291578.2,0.0016061324316038,0.0008981238916704
150,150,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.0,0.3,,10822.0,5.411,500.0,0.040393485969048,0.0111964065135406,0.0097251801154306,75065738301886.8,12.378233470196925,66.97862130723556,929181234313458.4,0.0016288600107596,0.0009108327950198
151,151,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.0,0.1,,10835.0,5.4175,500.0,0.0424763253663513,0.0108206844397308,0.0096543499125132,75155911522911.05,11.771263066839742,63.77081766460431,884680005564318.1,0.0016308166897598,0.0009119269390168
152,152,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.1,0.0,0.0,,10816.0,5.408,500.0,0.0451743232006265,0.011554281256765,0.0100943579181814,75024119892183.3,11.068234443257037,59.857011869134055,830384547865708.5,0.0016279569281442,0.0009103278054828
153,153,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.2,0.3,,11094.0,5.547,500.0,0.0483056523439699,0.0108828912199507,0.0096766441368794,76952439541778.97,10.350755568720006,57.41564113968987,796515892113658.1,0.001669799755994,0.0009337256540335
154,154,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.2,0.1,,10708.0,5.354,500.0,0.0430848126005685,0.0110812264252054,0.0096305696661748,74274988517520.22,11.605017402197136,62.13326317136347,861962534293814.5,0.0016117014410658,0.0009012379938156
155,155,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.2,0.0,,10833.0,5.4165,500.0,0.0443615651711866,0.0108758407636684,0.0096371618985655,75142038719676.55,11.271018010084916,61.04946905162495,846927271723972.4,0.0016305156622213,0.0009117586091711
156,156,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.05,0.3,,10775.0,5.3875,500.0,0.0440990730509724,0.0096671901605304,0.0096835829516541,74739727425876.02,11.338106799253318,61.08405038097725,847407011701664.6,0.0016217858636052,0.0009068770436462
157,157,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.05,0.1,,10725.0,5.3625,500.0,0.0456971747182706,0.0105006763844384,0.0096416905353123,74392907345013.47,10.94159547242404,58.6743057208739,813977098186660.4,0.001614260175143,0.0009026687975039
158,158,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.05,0.0,,10525.0,5.2625,500.0,0.0392075231667377,0.0112533586572749,0.0096324749290281,73005627021563.34,12.752654582990404,67.11084474298701,931015544020628.0,0.0015841574212941,0.0008858358129351
159,159,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.0,0.3,,10831.0,5.4155,500.0,0.04419368352535,0.0113017827492256,0.0096256283664001,75128165916442.05,11.313834016872434,61.27006811837266,849987599170678.2,0.0016302146346828,0.0009115902793254
160,160,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.0,0.1,,10907.0,5.4535,500.0,0.0457018556663797,0.0096701711690863,0.0096752286711889,75655332439353.1,10.940474794939709,59.66387929420369,827705257655526.9,0.0016416536811454,0.0009179868134616
161,161,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.05,0.0,0.0,0.0,0.0,0.0,,10829.0,5.4145,500.0,0.0421736539448716,0.0105898666542153,0.0096129009520923,75114293113207.55,11.855742939741198,64.19292014722872,890535750250561.2,0.0016299136071443,0.0009114219494797
162,162,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.2,0.3,,10758.0,5.379,500.0,0.0480759221573521,0.0110823649500882,0.0096440072278531,74621808598382.75,10.400216523429416,55.94276467952683,776082966793087.6,0.001619227129528,0.0009054462399578
163,163,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.2,0.1,,10930.0,5.465,500.0,0.0430715065556341,0.0099175225526133,0.0087986147861535,75814869676549.86,11.60860253063507,63.44101282992065,880104687986964.6,0.001645115497838,0.000919922606687
164,164,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.2,0.0,,10711.0,5.3555,500.0,0.0419693668274021,0.0104472028266913,0.0096849572547648,74295797722371.97,11.91345111438626,63.80248744309563,885119354169808.6,0.0016121529823735,0.0009014904885841
165,165,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.05,0.3,,10822.0,5.411,500.0,0.0443724688255997,0.0107956869502849,0.0097049157371109,75065738301886.8,11.268248380886474,60.97249198897672,845859384080283.8,0.0016288600107596,0.0009108327950198
166,166,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.05,0.1,,10713.0,5.3565000000000005,500.0,0.0404821257324101,0.0102107889177926,0.0087518513128461,74309670525606.47,12.351130059351052,66.15882816291392,917808405329291.0,0.001612454009912,0.0009016588184298
167,167,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.05,0.0,,10859.0,5.4295,500.0,0.0476580138059716,0.0109717822225742,0.0097364305393545,75322385161725.08,10.491414980817952,56.96313763835106,790238400076662.2,0.0016344290202217,0.0009139468971651
168,168,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.0,0.3,,10836.0,5.418,500.0,0.0411119218373414,0.0105529035542596,0.0094964330226724,75162847924528.3,12.161922324581186,65.89329515458087,914124718152421.4,0.001630967203529,0.0009120111039397
169,169,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.0,0.1,,10806.0,5.4030000000000005,500.0,0.0404228875416379,0.0105703179946292,0.008928822951406,74954755876010.78,12.369230166572612,66.83095058999183,927132627509638.4,0.0016264517904517,0.0009094861562543
170,170,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.3,0.0,0.0,,10807.0,5.4035,500.0,0.0453064897736794,0.0097573560392748,0.0097303440659518,74961692277628.03,11.035946560805336,59.63273724131164,827273230083437.1,0.001626602304221,0.0009095703211772
171,171,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.1,0.2,0.3,,10904.0,5.452,500.0,0.0411643201415472,0.0110608459054751,0.0089124775727839,75634523234501.34,12.146441342422383,66.22239819888684,918690299929953.6,0.0016412021398376,0.0009177343186931
172,172,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.5,0.2,0.1,0.2,0.1,,10991.0,5.4955,500.0,0.0449824237809934,0.0101176865402066,0.0094209135175695,76237990175202.16,11.11545261398889,61.08496984017594,847419767178210.0,0.0016542968377619,0.0009250566669805
