X-Position (mm)	Y-Position (mm)	Z-Position (mm)	Verschiebungskomponente (mm)
-15,364	99,538	-282,99	1,1224e-004
-15,164	99,528	-288,26	1,0533e-004
-15,538	99,547	-479,22	-1,1589e-003
-14,849	99,512	-298,16	8,7391e-005
-15,006	99,52	-293,21	9,7023e-005
-15,36	99,538	-474,27	-1,1075e-003
-15,182	99,529	-469,32	-1,0567e-003
-14,692	99,504	-303,11	7,641e-005
-15,675	99,555	-464,17	-1,0103e-003
-14,536	99,496	-308,07	6,394e-005
-14,828	99,511	-459,42	-9,5696e-004
-15,214	99,53	-454,54	-9,1366e-004
-14,224	99,481	-317,97	3,474e-005
-14,38	99,488	-313,02	4,9994e-005
-14,475	99,493	-449,51	-8,5969e-004
-14,393	99,489	-322,52	1,5713e-005
-14,299	99,484	-444,56	-8,1204e-004
-14,318	99,485	-327,4	-2,8303e-006
-14,134	99,476	-439,56	-7,6481e-004
-14,209	99,48	-332,36	-2,286e-005
-13,693	99,455	-434,24	-7,13e-004
-14,092	99,474	-337,34	-4,409e-005
-13,963	99,468	-342,29	-6,6371e-005
-14,262	99,482	-428,43	-6,6732e-004
-14,962	99,517	-424,09	-6,3665e-004
-13,813	99,461	-347,4	-9,0609e-005
-13,425	99,443	-419,81	-5,8568e-004
-13,677	99,455	-352,51	-1,1629e-004
-13,252	99,435	-414,86	-5,4289e-004
-13,585	99,45	-357,46	-1,4286e-004
-13,458	99,444	-410,22	-5,0718e-004
-13,491	99,446	-362,41	-1,7076e-004
-13,383	99,441	-405,21	-4,6656e-004
-13,393	99,441	-367,38	-1,9982e-004
-12,734	99,412	-400,	-4,1972e-004
-13,296	99,437	-372,35	-2,3016e-004
-13,255	99,435	-393,65	-3,7706e-004
-13,182	99,432	-377,62	-2,6347e-004
-13,263	99,436	-388,65	-3,4076e-004
-13,488	99,446	-383,45	-3,064e-004
-10,919	99,339	-270,64	1,8057e-004
-11,315	99,354	-508,98	-1,4487e-003
-13,124	99,429	-491,55	-1,2679e-003
-13,258	99,435	-487,12	-1,2224e-003
-13,029	99,425	-495,96	-1,3146e-003
-13,121	99,429	-500,59	-1,3659e-003
-13,557	99,449	-504,9	-1,4173e-003
-11,356	99,355	-279,68	1,648e-004
-12,224	99,39	-275,96	1,5979e-004
-9,3941	99,286	-503,23	-1,3693e-003
-8,9172	99,271	-498,77	-1,316e-003
-8,6748	99,264	-494,18	-1,264e-003
-8,989	99,273	-489,59	-1,2167e-003
-8,9568	99,272	-484,75	-1,1653e-003
-8,8361	99,269	-479,88	-1,1137e-003
-8,7716	99,267	-475,14	-1,0644e-003
-9,4686	99,288	-469,81	-1,0156e-003
-8,6505	99,263	-464,79	-9,5915e-004
-9,2713	99,282	-459,94	-9,161e-004
-8,4571	99,257	-455,12	-8,6283e-004
-9,1328	99,278	-450,02	-8,1909e-004
-9,1451	99,278	-444,67	-7,6868e-004
-9,0217	99,274	-439,96	-7,2393e-004
-8,5851	99,261	-435,39	-6,7856e-004
-8,9822	99,273	-430,77	-6,4036e-004
-9,7496	99,298	-424,88	-5,9525e-004
-8,9014	99,271	-419,23	-5,3949e-004
-8,8018	99,268	-413,99	-4,9461e-004
-8,8523	99,269	-408,96	-4,539e-004
-8,6476	99,263	-404,16	-4,1359e-004
-8,0646	99,246	-400,29	-3,7808e-004
-8,4849	99,258	-395,65	-3,4615e-004
-8,4009	99,256	-390,75	-3,0866e-004
-8,79	99,267	-385,82	-2,7639e-004
-8,8639	99,269	-380,38	-2,3886e-004
-8,7892	99,267	-374,9	-2,0104e-004
-8,8562	99,269	-369,95	-1,6941e-004
-8,9498	99,272	-364,9	-1,3864e-004
-9,0232	99,274	-359,94	-1,0943e-004
-9,0843	99,276	-355,01	-8,1569e-005
-9,1113	99,277	-350,23	-5,5393e-005
-9,2298	99,281	-345,02	-2,9017e-005
-9,2864	99,283	-340,13	-4,9868e-006
-9,3811	99,286	-335,17	1,7765e-005
-9,4044	99,286	-330,01	4,0703e-005
-9,4943	99,289	-325,13	6,0288e-005
-9,5577	99,291	-320,15	7,9199e-005
-9,6384	99,294	-315,23	9,6275e-005
-9,7379	99,297	-310,39	1,1145e-004
-9,6121	99,293	-305,4	1,2812e-004
-9,9253	99,303	-299,93	1,3986e-004
-8,5857	99,261	-294,52	1,673e-004
-8,558	99,26	-289,61	1,7821e-004
-9,3499	99,285	-284,28	1,7986e-004
-12,641	99,408	-482,12	-1,1655e-003
-12,13	99,386	-287,24	1,4327e-004
-12,092	99,385	-291,62	1,3503e-004
-12,252	99,391	-477,32	-1,1133e-003
-12,117	99,386	-295,61	1,2582e-004
-12,36	99,396	-473,3	-1,0734e-003
-12,118	99,386	-466,31	-1,0015e-003
-12,078	99,384	-462,86	-9,6723e-004
-11,824	99,374	-456,8	-9,0617e-004
-11,868	99,376	-453,3	-8,7295e-004
-20,256	99,836	-520,	-1,6401e-003
-22,489	99,999	-517,5	-1,6257e-003
-22,5	99,999	-2,5	-1,4779e-003
-20,256	99,836	0,	-1,4908e-003
-22,5	99,998	-7,5	-1,4225e-003
-20,256	99,836	-2,5	-1,4625e-003
-19,491	99,784	-4,925	-1,43e-003
-20,454	99,85	-6,8439	-1,4154e-003
-22,5	99,996	-12,5	-1,3689e-003
-20,454	99,85	-9,3439	-1,388e-003
-19,765	99,802	-11,798	-1,3567e-003
-22,5	99,994	-17,5	-1,3171e-003
-19,765	99,802	-14,298	-1,3301e-003
-20,091	99,825	-16,606	-1,3084e-003
-22,5	99,993	-22,5	-1,2666e-003
-20,091	99,825	-19,106	-1,2826e-003
-20,257	99,836	-21,513	-1,2594e-003
-22,5	99,991	-27,5	-1,2173e-003
-20,257	99,836	-24,013	-1,2343e-003
-20,312	99,84	-26,25	-1,2125e-003
-22,5	99,99	-32,5	-1,1689e-003
-20,312	99,84	-28,75	-1,1879e-003
-20,312	99,84	-31,25	-1,1635e-003
-22,5	99,989	-37,139	-1,1246e-003
-21,559	99,929	-37,331	-1,1151e-003
-20,311	99,84	-33,75	-1,1393e-003
-19,955	99,815	-35,939	-1,1153e-003
-22,5	99,988	-39,639	-1,101e-003
-22,5	99,987	-42,094	-1,078e-003
-21,559	99,929	-39,831	-1,0915e-003
-21,478	99,923	-42,184	-1,0687e-003
-22,5	99,987	-44,594	-1,0548e-003
-22,5	99,986	-47,049	-1,0321e-003
-21,478	99,923	-44,684	-1,0453e-003
-21,398	99,917	-47,145	-1,0219e-003
-22,5	99,985	-49,549	-1,0091e-003
-22,5	99,985	-52,004	-9,8676e-004
-21,398	99,917	-49,645	-9,9884e-004
-21,317	99,911	-52,113	-9,7558e-004
-22,5	99,984	-54,504	-9,6413e-004
-22,5	99,983	-56,958	-9,4209e-004
-21,317	99,911	-54,613	-9,5288e-004
-21,237	99,906	-57,08	-9,2995e-004
-22,5	99,983	-59,458	-9,198e-004
-22,5	99,982	-61,913	-8,9809e-004
-21,237	99,906	-59,58	-9,0759e-004
-21,158	99,9	-62,047	-8,8498e-004
-22,5	99,981	-64,413	-8,7615e-004
-22,5	99,981	-66,868	-8,5477e-004
-21,158	99,9	-64,547	-8,6294e-004
-22,233	99,98	-71,823	-8,0975e-004
-22,5	99,98	-69,368	-8,3318e-004
-21,376	99,916	-69,684	-8,2022e-004
-20,933	99,884	-71,96	-7,9659e-004
20,252	99,836	0,	-1,3419e-003
22,489	99,999	-2,4549	-1,3131e-003
-2,2152	99,144	-260,22	2,6561e-004
-2,2142e-002	99,135	-262,72	2,7533e-004
2,1754	99,143	-260,22	2,8166e-004
-2,2142e-002	99,135	-257,76	2,768e-004
-19,745	99,801	-260,22	7,9838e-005
-21,933	99,957	-262,72	5,1568e-005
-21,933	99,957	-257,76	5,3025e-005
-6,6009	99,21	-260,22	2,3194e-004
-2,2152	99,144	-262,72	2,6472e-004
-2,2152	99,144	-257,76	2,6625e-004
-5,1946	99,181	-257,8	2,4504e-004
-5,3853	99,185	-263,06	2,4178e-004
-10,985	99,341	-260,22	1,8594e-004
-7,3872	99,228	-257,8	2,2493e-004
-9,6411	99,294	-257,7	2,0147e-004
-7,5779	99,233	-263,06	2,2143e-004
-10,225	99,314	-262,68	1,9355e-004
-15,367	99,538	-260,22	1,3391e-004
-11,833	99,374	-257,7	1,7667e-004
-14,272	99,483	-258,01	1,4767e-004
-12,416	99,398	-262,68	1,6842e-004
-14,549	99,497	-262,48	1,4301e-004
-19,745	99,801	-262,72	7,8941e-005
-19,745	99,801	-257,76	8,0382e-005
-16,462	99,598	-258,01	1,2096e-004
-16,739	99,614	-262,48	1,1625e-004
-2,2142e-002	99,135	-517,5	-1,4939e-003
-2,2721	99,144	-520,	-1,5372e-003
2,2323	99,144	-520,	-1,5206e-003
-2,2142e-002	99,135	-512,51	-1,4294e-003
-2,2721	99,144	-517,5	-1,503e-003
2,2323	99,144	-517,5	-1,4865e-003
3,4787	99,156	-514,62	-1,4454e-003
-3,0387	99,151	-515,08	-1,4747e-003
-2,0739	99,143	-513,16	-1,446e-003
-2,2142e-002	99,135	-507,51	-1,3687e-003
3,4787	99,156	-512,12	-1,4141e-003
2,7198	99,148	-509,31	-1,3818e-003
-2,0739	99,143	-510,66	-1,4151e-003
-2,7641	99,148	-508,21	-1,3887e-003
-2,2142e-002	99,135	-502,51	-1,3104e-003
2,7198	99,148	-506,81	-1,3519e-003
2,8076	99,149	-503,9	-1,3178e-003
-2,7641	99,148	-505,71	-1,3593e-003
-2,4132	99,145	-503,36	-1,3301e-003
-2,2142e-002	99,135	-497,52	-1,2538e-003
2,8076	99,149	-501,41	-1,2891e-003
2,1717	99,143	-498,77	-1,261e-003
-2,4132	99,145	-500,86	-1,3016e-003
-2,2498	99,144	-498,48	-1,2739e-003
-2,2142e-002	99,135	-492,52	-1,1987e-003
2,1717	99,143	-496,27	-1,233e-003
2,1717	99,143	-493,77	-1,2055e-003
-2,2498	99,144	-495,98	-1,2461e-003
-2,216	99,144	-493,77	-1,2216e-003
-2,2142e-002	99,135	-487,53	-1,1447e-003
2,1717	99,143	-491,27	-1,1782e-003
2,1717	99,143	-488,78	-1,1512e-003
-2,216	99,144	-491,27	-1,1944e-003
-2,216	99,144	-488,78	-1,1674e-003
-2,2142e-002	99,135	-482,53	-1,0916e-003
2,1717	99,143	-486,28	-1,1245e-003
2,1717	99,143	-483,78	-1,0979e-003
-2,216	99,144	-486,28	-1,1406e-003
-2,3987	99,145	-483,6	-1,1131e-003
-2,2142e-002	99,135	-477,54	-1,0393e-003
2,1717	99,143	-481,28	-1,0716e-003
2,1717	99,143	-478,78	-1,0455e-003
-2,3987	99,145	-481,1	-1,0867e-003
-2,2477	99,144	-478,75	-1,0615e-003
-2,2142e-002	99,135	-472,54	-9,8771e-004
2,1717	99,143	-476,29	-1,0196e-003
2,3544	99,145	-473,97	-9,9522e-004
-2,2477	99,144	-476,25	-1,0355e-003
-2,216	99,144	-473,79	-1,01e-003
-2,2142e-002	99,135	-467,54	-9,3677e-004
2,3544	99,145	-471,47	-9,6962e-004
2,3848	99,145	-469,	-9,4429e-004
-2,216	99,144	-471,29	-9,8435e-004
-2,216	99,144	-468,79	-9,589e-004
-2,2142e-002	99,135	-462,55	-8,8652e-004
2,3848	99,145	-466,5	-9,1904e-004
2,3899	99,145	-463,96	-8,9357e-004
-2,216	99,144	-466,29	-9,3359e-004
-2,216	99,144	-463,8	-9,0851e-004
-2,2142e-002	99,135	-457,55	-8,3695e-004
2,3899	99,145	-461,46	-8,6852e-004
2,1717	99,143	-458,8	-8,4267e-004
-2,216	99,144	-461,3	-8,8359e-004
-2,216	99,144	-458,8	-8,5876e-004
-2,2142e-002	99,135	-452,56	-7,8804e-004
2,1717	99,143	-456,3	-8,1802e-004
2,1717	99,143	-453,81	-7,9363e-004
-2,216	99,144	-456,3	-8,3418e-004
-2,216	99,144	-453,81	-8,0978e-004
-2,2142e-002	99,135	-447,56	-7,3986e-004
2,1717	99,143	-451,31	-7,6932e-004
2,1717	99,143	-448,81	-7,4532e-004
-2,216	99,144	-451,31	-7,8548e-004
-2,216	99,144	-448,81	-7,6144e-004
-2,2142e-002	99,135	-442,56	-6,9242e-004
2,1717	99,143	-446,31	-7,2142e-004
2,1717	99,143	-443,81	-6,9771e-004
-2,216	99,144	-446,31	-7,3754e-004
-2,216	99,144	-443,81	-7,1386e-004
-2,2142e-002	99,135	-437,57	-6,4579e-004
2,1717	99,143	-441,32	-6,7423e-004
2,1717	99,143	-438,82	-6,5089e-004
-2,216	99,144	-441,32	-6,9036e-004
-2,216	99,144	-438,82	-6,6703e-004
-2,2142e-002	99,135	-432,57	-6,0007e-004
2,1717	99,143	-436,32	-6,278e-004
2,1717	99,143	-433,82	-6,0503e-004
-2,216	99,144	-436,32	-6,4403e-004
-2,216	99,144	-433,82	-6,2116e-004
-2,2142e-002	99,135	-427,58	-5,5523e-004
2,1717	99,143	-431,32	-5,8238e-004
2,1717	99,143	-428,83	-5,6001e-004
-2,216	99,144	-431,32	-5,9855e-004
-2,216	99,144	-428,83	-5,7607e-004
-2,2142e-002	99,135	-422,58	-5,1126e-004
2,1717	99,143	-426,33	-5,378e-004
2,1717	99,143	-423,83	-5,1584e-004
-2,216	99,144	-426,33	-5,5395e-004
-2,216	99,144	-423,83	-5,3201e-004
-2,2142e-002	99,135	-417,59	-4,682e-004
2,1717	99,143	-421,33	-4,9408e-004
2,1717	99,143	-418,83	-4,7261e-004
-2,216	99,144	-421,33	-5,1022e-004
-2,216	99,144	-418,83	-4,8881e-004
-2,2142e-002	99,135	-412,59	-4,2611e-004
2,1717	99,143	-416,34	-4,5129e-004
2,1717	99,143	-413,84	-4,3035e-004
-2,216	99,144	-416,34	-4,6745e-004
-2,216	99,144	-413,84	-4,4646e-004
-2,2142e-002	99,135	-407,59	-3,8485e-004
2,1717	99,143	-411,34	-4,0953e-004
2,1717	99,143	-408,84	-3,8884e-004
-2,216	99,144	-411,34	-4,2563e-004
-2,216	99,144	-408,84	-4,05e-004
-2,2142e-002	99,135	-402,6	-3,4458e-004
2,1717	99,143	-406,35	-3,6853e-004
2,1717	99,143	-403,85	-3,4837e-004
-2,216	99,144	-406,35	-3,8466e-004
-2,216	99,144	-403,85	-3,6456e-004
-2,2142e-002	99,135	-397,6	-3,0536e-004
2,1717	99,143	-401,35	-3,2854e-004
2,1717	99,143	-398,85	-3,0895e-004
-2,216	99,144	-401,35	-3,4464e-004
-2,216	99,144	-398,85	-3,2508e-004
-2,2142e-002	99,135	-392,61	-2,6707e-004
2,1717	99,143	-396,35	-2,8961e-004
2,1717	99,143	-393,86	-2,7053e-004
-2,216	99,144	-396,35	-3,0564e-004
-2,216	99,144	-393,86	-2,8661e-004
-2,2142e-002	99,135	-387,61	-2,2987e-004
2,1717	99,143	-391,36	-2,5156e-004
2,1717	99,143	-388,86	-2,3307e-004
-2,216	99,144	-391,36	-2,6774e-004
-2,216	99,144	-388,86	-2,4908e-004
-2,2142e-002	99,135	-382,61	-1,9374e-004
2,1717	99,143	-386,36	-2,1469e-004
2,1717	99,143	-383,86	-1,9664e-004
-2,216	99,144	-386,36	-2,3087e-004
-2,216	99,144	-383,86	-2,1275e-004
-2,2142e-002	99,135	-377,62	-1,5887e-004
2,1717	99,143	-381,37	-1,7896e-004
2,1717	99,143	-378,87	-1,615e-004
-2,216	99,144	-381,37	-1,9511e-004
-2,216	99,144	-378,87	-1,7756e-004
-2,2142e-002	99,135	-372,62	-1,2516e-004
2,1717	99,143	-376,37	-1,4426e-004
2,1717	99,143	-373,87	-1,2742e-004
-2,216	99,144	-376,37	-1,605e-004
-2,216	99,144	-373,87	-1,4369e-004
-2,2142e-002	99,135	-367,63	-9,2731e-005
2,1717	99,143	-371,37	-1,11e-004
2,1717	99,143	-368,88	-9,4781e-005
-2,216	99,144	-371,37	-1,2707e-004
-2,216	99,144	-368,88	-1,1097e-004
-2,2142e-002	99,135	-362,63	-6,151e-005
2,1717	99,143	-366,38	-7,8873e-005
2,1717	99,143	-363,88	-6,3353e-005
-2,216	99,144	-366,38	-9,5085e-005
-2,216	99,144	-363,88	-7,9394e-005
-2,2142e-002	99,135	-357,64	-3,1618e-005
2,1717	99,143	-361,38	-4,7982e-005
2,1717	99,143	-358,88	-3,3105e-005
-2,216	99,144	-361,38	-6,4203e-005
-2,216	99,144	-358,88	-4,9225e-005
-2,2142e-002	99,135	-352,64	-2,909e-006
2,1717	99,143	-356,39	-1,8486e-005
2,1717	99,143	-353,89	-4,0248e-006
-2,216	99,144	-356,39	-3,4517e-005
-2,216	99,144	-353,89	-2,033e-005
-2,2142e-002	99,135	-347,64	2,4613e-005
2,1717	99,143	-351,39	9,8958e-006
2,1717	99,143	-348,89	2,3666e-005
-2,216	99,144	-351,39	-6,2768e-006
-2,216	99,144	-348,89	7,5382e-006
-2,2142e-002	99,135	-342,65	5,0751e-005
2,1717	99,143	-346,4	3,7048e-005
2,1717	99,143	-343,9	5,0042e-005
-2,216	99,144	-346,4	2,0858e-005
-2,216	99,144	-343,9	3,3941e-005
-2,2142e-002	99,135	-337,65	7,5625e-005
2,1717	99,143	-341,4	6,2816e-005
2,1717	99,143	-338,9	7,5268e-005
-2,216	99,144	-341,4	4,6621e-005
-2,216	99,144	-338,9	5,9074e-005
-2,2142e-002	99,135	-332,66	9,9202e-005
2,1717	99,143	-336,4	8,74e-005
2,1717	99,143	-333,91	9,9142e-005
-2,216	99,144	-336,4	7,1251e-005
-2,216	99,144	-333,91	8,3014e-005
-2,2142e-002	99,135	-327,66	1,2133e-004
2,1717	99,143	-331,41	1,1064e-004
2,1717	99,143	-328,91	1,216e-004
-2,216	99,144	-331,41	9,4456e-005
-2,216	99,144	-328,91	1,055e-004
-2,2142e-002	99,135	-322,67	1,4214e-004
2,1717	99,143	-326,41	1,3233e-004
2,1717	99,143	-323,91	1,4279e-004
-2,216	99,144	-326,41	1,1629e-004
-2,216	99,144	-323,91	1,265e-004
-2,2142e-002	99,135	-317,67	1,6135e-004
2,1717	99,143	-321,42	1,5269e-004
2,1717	99,143	-318,92	1,6229e-004
-2,216	99,144	-321,42	1,3665e-004
-2,216	99,144	-318,92	1,4616e-004
-2,2142e-002	99,135	-312,67	1,7909e-004
2,1717	99,143	-316,42	1,7154e-004
2,1717	99,143	-313,92	1,8037e-004
-2,216	99,144	-316,42	1,5551e-004
-2,216	99,144	-313,92	1,6438e-004
-2,2142e-002	99,135	-307,68	1,9532e-004
2,1717	99,143	-311,42	1,8886e-004
2,1717	99,143	-308,93	1,9704e-004
-2,216	99,144	-311,42	1,7274e-004
-2,216	99,144	-308,93	1,8094e-004
-2,2142e-002	99,135	-302,68	2,1004e-004
2,1717	99,143	-306,43	2,0469e-004
2,1717	99,143	-303,93	2,1212e-004
-2,216	99,144	-306,43	1,8856e-004
-2,216	99,144	-303,93	1,9593e-004
-2,2142e-002	99,135	-297,69	2,233e-004
2,1717	99,143	-301,43	2,1902e-004
2,1717	99,143	-298,93	2,2574e-004
-2,216	99,144	-301,43	2,0298e-004
-2,216	99,144	-298,93	2,0952e-004
-2,2142e-002	99,135	-292,69	2,351e-004
2,1717	99,143	-296,44	2,3191e-004
2,1717	99,143	-293,94	2,3792e-004
-2,216	99,144	-296,44	2,158e-004
-2,216	99,144	-293,94	2,2168e-004
-2,2142e-002	99,135	-287,69	2,4543e-004
2,1717	99,143	-291,44	2,4332e-004
2,3538	99,145	-288,76	2,4912e-004
-2,216	99,144	-291,44	2,2729e-004
-2,216	99,144	-288,94	2,3235e-004
-2,2142e-002	99,135	-282,7	2,5427e-004
2,3538	99,145	-286,26	2,5393e-004
2,4243	99,145	-283,97	2,5808e-004
-2,216	99,144	-286,45	2,3723e-004
-2,216	99,144	-283,95	2,4155e-004
-2,2142e-002	99,135	-277,7	2,6166e-004
2,4243	99,145	-281,47	2,6207e-004
2,7198	99,148	-279,5	2,6532e-004
-2,216	99,144	-281,45	2,4561e-004
-3,0587	99,151	-278,72	2,4444e-004
-2,2142e-002	99,135	-272,71	2,677e-004
2,7198	99,148	-277,	2,6883e-004
2,7198	99,148	-274,5	2,7183e-004
-3,0587	99,151	-276,22	2,4761e-004
-2,7641	99,148	-273,41	2,529e-004
-2,2142e-002	99,135	-267,71	2,7229e-004
2,7198	99,148	-272,01	2,7471e-004
2,007	99,142	-269,54	2,7601e-004
-3,1924	99,153	-268,06	2,5518e-004
-2,7641	99,148	-270,91	2,5541e-004
2,1754	99,143	-262,72	2,8088e-004
2,9624	99,15	-265,13	2,8032e-004
2,007	99,142	-267,04	2,7805e-004
-3,1924	99,153	-265,56	2,5686e-004
-15,765	99,56	-520,	-1,6106e-003
-20,245	99,835	-517,5	-1,6103e-003
-16,768	99,615	-517,11	-1,5822e-003
-11,269	99,352	-520,	-1,5831e-003
-14,521	99,495	-517,11	-1,5674e-003
-11,843	99,375	-517,24	-1,5519e-003
-6,7715	99,214	-520,	-1,5584e-003
-9,5944	99,292	-517,24	-1,5381e-003
-7,5379	99,232	-517,58	-1,5304e-003
-5,2885	99,183	-517,58	-1,5183e-003
-21,933	99,957	-267,71	4,8734e-005
-18,928	99,747	-264,98	8,8015e-005
-19,952	99,815	-266,83	7,4125e-005
-21,934	99,957	-272,71	4,448e-005
-19,952	99,815	-269,32	7,2316e-005
-19,192	99,764	-271,6	7,9821e-005
-21,936	99,957	-277,7	3,8752e-005
-19,358	99,775	-276,46	7,2442e-005
-19,192	99,764	-274,1	7,7272e-005
-21,937	99,957	-282,36	3,2114e-005
-21,064	99,893	-282,68	4,2512e-005
-19,359	99,775	-278,96	6,9234e-005
-18,651	99,729	-281,6	7,4177e-005
-21,939	99,957	-287,32	2,3755e-005
-21,938	99,957	-284,86	2,8072e-005
-21,065	99,893	-285,18	3,8416e-005
-21,942	99,958	-292,27	1,4023e-005
-21,941	99,957	-289,81	1,9024e-005
-21,225	99,905	-290,07	2,7388e-005
-21,945	99,958	-297,22	2,9294e-006
-21,943	99,958	-294,76	8,5859e-006
-20,879	99,88	-294,94	2,1375e-005
-20,811	99,875	-297,33	1,6694e-005
-21,948	99,958	-302,17	-9,5034e-006
-21,946	99,958	-299,71	-3,1721e-006
-20,812	99,875	-299,82	1,0558e-005
-20,735	99,87	-302,28	5,1433e-006
-21,952	99,958	-307,12	-2,3306e-005
-21,95	99,958	-304,67	-1,6294e-005
-20,737	99,87	-304,78	-1,6857e-006
-20,73	99,869	-307,49	-9,3909e-006
-21,956	99,959	-312,07	-3,851e-005
-21,954	99,958	-309,62	-3,0804e-005
-20,732	99,869	-309,99	-1,6954e-005
-21,961	99,959	-317,02	-5,5028e-005
-21,959	99,959	-314,57	-4,668e-005
-20,885	99,88	-314,87	-3,4573e-005
-20,808	99,875	-317,35	-4,2112e-005
-21,966	99,959	-321,97	-7,2831e-005
-21,963	99,959	-319,52	-6,3848e-005
-20,81	99,875	-319,84	-5,102e-005
-20,733	99,869	-322,32	-5,9207e-005
-21,972	99,96	-326,92	-9,1955e-005
-21,969	99,96	-324,47	-8,2313e-005
-20,735	99,87	-324,82	-6,8783e-005
-20,658	99,864	-327,29	-7,7652e-005
-21,977	99,96	-331,87	-1,1241e-004
-21,974	99,96	-329,42	-1,0212e-004
-20,661	99,864	-329,79	-8,7897e-005
-20,462	99,85	-332,03	-9,4976e-005
-21,984	99,961	-336,82	-1,3419e-004
-21,981	99,96	-334,37	-1,2324e-004
-20,465	99,85	-334,53	-1,0587e-004
-20,407	99,846	-336,98	-1,1618e-004
-21,991	99,961	-341,77	-1,5718e-004
-21,987	99,961	-339,32	-1,4566e-004
-20,411	99,847	-339,48	-1,2773e-004
-20,425	99,848	-342,21	-1,4087e-004
-21,998	99,962	-346,71	-1,8144e-004
-21,994	99,962	-344,26	-1,6928e-004
-20,428	99,848	-344,71	-1,5308e-004
-22,005	99,962	-351,68	-2,0699e-004
-22,001	99,962	-349,21	-1,9415e-004
-20,287	99,838	-350,04	-1,7849e-004
-22,013	99,963	-356,63	-2,337e-004
-22,009	99,963	-354,17	-2,2031e-004
-20,247	99,835	-355,02	-2,0456e-004
-22,022	99,964	-361,58	-2,6161e-004
-22,017	99,963	-359,12	-2,4763e-004
-20,205	99,832	-360,	-2,3184e-004
-22,03	99,964	-366,53	-2,9069e-004
-22,026	99,964	-364,07	-2,7614e-004
-20,165	99,83	-364,98	-2,6035e-004
-22,04	99,965	-371,48	-3,2094e-004
-22,035	99,965	-369,03	-3,0581e-004
-20,271	99,837	-370,1	-2,9256e-004
-22,049	99,966	-376,43	-3,5228e-004
-22,044	99,965	-373,98	-3,3661e-004
-20,232	99,834	-375,07	-3,2342e-004
-22,059	99,966	-381,38	-3,8471e-004
-22,054	99,966	-378,93	-3,6851e-004
-20,281	99,838	-380,22	-3,5753e-004
-22,069	99,967	-386,33	-4,1824e-004
-22,064	99,967	-383,88	-4,0149e-004
-20,17	99,83	-385,42	-3,9137e-004
-22,08	99,968	-391,28	-4,5285e-004
-22,075	99,968	-388,83	-4,3557e-004
-20,182	99,831	-390,52	-4,2707e-004
-22,091	99,969	-396,23	-4,8848e-004
-22,086	99,968	-393,78	-4,707e-004
-20,221	99,834	-395,51	-4,6335e-004
-22,103	99,97	-401,18	-5,2514e-004
-22,097	99,969	-398,73	-5,0685e-004
-20,179	99,831	-400,65	-5,0096e-004
-22,115	99,971	-406,13	-5,6276e-004
-22,109	99,97	-403,68	-5,44e-004
-20,271	99,837	-405,62	-5,3973e-004
-22,127	99,972	-411,08	-6,0132e-004
-22,121	99,971	-408,63	-5,8211e-004
-20,364	99,843	-410,59	-5,7943e-004
-22,14	99,973	-416,04	-6,4081e-004
-22,134	99,972	-413,58	-6,2112e-004
-20,457	99,85	-415,57	-6,2004e-004
-22,153	99,974	-420,99	-6,8119e-004
-22,147	99,973	-418,53	-6,6107e-004
-20,55	99,856	-420,54	-6,6155e-004
-22,167	99,975	-425,94	-7,2246e-004
-22,16	99,974	-423,48	-7,0191e-004
-20,52	99,854	-425,41	-7,0182e-004
-22,181	99,976	-430,89	-7,6452e-004
-22,174	99,975	-428,43	-7,4359e-004
-20,741	99,87	-430,48	-7,4712e-004
-22,195	99,977	-435,83	-8,0732e-004
-22,188	99,976	-433,38	-7,8606e-004
-20,853	99,878	-435,45	-7,9121e-004
-20,748	99,87	-432,98	-7,6872e-004
-22,21	99,978	-440,79	-8,5107e-004
-22,203	99,977	-438,32	-8,2924e-004
-20,927	99,883	-440,43	-8,3581e-004
-20,861	99,878	-437,95	-8,1321e-004
-22,225	99,979	-445,74	-8,9555e-004
-22,218	99,978	-443,29	-8,7342e-004
-20,857	99,878	-445,71	-8,826e-004
-20,935	99,884	-442,93	-8,5822e-004
-22,241	99,98	-450,69	-9,4081e-004
-22,233	99,98	-448,24	-9,1828e-004
-20,93	99,883	-450,66	-9,2858e-004
-20,865	99,879	-448,21	-9,0544e-004
-22,257	99,981	-455,64	-9,8678e-004
-22,249	99,981	-453,19	-9,6392e-004
-20,905	99,882	-455,48	-9,7311e-004
-20,938	99,884	-453,16	-9,5179e-004
-22,273	99,983	-460,59	-1,0334e-003
-22,265	99,982	-458,14	-1,0102e-003
-21,087	99,895	-460,52	-1,0223e-003
-20,913	99,882	-457,98	-9,9666e-004
-22,29	99,984	-465,54	-1,0807e-003
-22,281	99,983	-463,09	-1,0572e-003
-21,197	99,903	-465,55	-1,0713e-003
-21,095	99,895	-463,02	-1,0461e-003
-22,307	99,985	-470,49	-1,1287e-003
-22,298	99,985	-468,04	-1,1049e-003
-21,235	99,905	-470,45	-1,1191e-003
-21,206	99,903	-468,05	-1,0955e-003
-22,324	99,987	-475,44	-1,1773e-003
-22,316	99,986	-472,99	-1,1532e-003
-21,576	99,93	-475,34	-1,17e-003
-21,244	99,906	-472,95	-1,1437e-003
-22,342	99,988	-480,39	-1,2266e-003
-22,333	99,987	-477,94	-1,2021e-003
